DRGDefinition,ProviderId,ProviderName,ProviderStreetAddress,ProviderCity,ProviderState,ProviderZipCode,HospitalReferralRegionDescription,TotalDischarges,AverageCoveredCharges,AverageTotalPayments,AverageMedicarePayments,AUTO_UNIQUE_ID_2018-07-03_beckykelley8_482,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType,CensusYear,CensusPlaceFips,CensusMsaFips,CensusMetDivFips,CensusMcdFips,CensusCbsaMicro,CensusCbsaFips,CensusBlock,CensusBlockGroup,CensusTract,CensusCountyFips,CensusStateFips,naaccrCertCode,naaccrCertType,MNumber,MNumberFractional,MPreDirectional,MName,MSuffix,MPostDirectional,MSuiteType,MSuiteNumber,MPostOfficeBoxType,MPostOfficeBoxNumber,MCity,MState,MZip,MZipPlus1,MZipPlus2,MZipPlus3,MZipPlus4,MZipPlus5,MPreQualifier,MPostQualifier,MConsolidatedCity,MMinorCivilDivision,MCountySubRegion,MCounty,MPreType,MPreArticle,MPostArticle,PPostArticle,PPreArticle,PPreType,PNumber,PNumberFractional,PPreDirectional,PName,PSuffix,PPostDirectional,PSuiteType,PSuiteNumber,PPostOfficeBoxType,PPostOfficeBoxNumber,PCity,PState,PZip,PZipPlus1,PZipPlus2,PZipPlus3,PZipPlus4,PZipPlus5,PPreQualifier,PPostQualifier,PConsolidatedCity,PMinorCivilDivision,PCountySubRegion,PCounty,FNumber,FNumberFractional,FPreDirectional,FName,FSuffix,FPostDirectional,FSuiteType,FSuiteNumber,FCity,FState,FZip,FZipPlus1,FZipPlus2,FZipPlus3,FZipPlus4,FZipPlus5,FPreQualifier,FPostQualifier,FConsolidatedCity,FMinorCivilDivision,FCountySubRegion,FCounty,FArea,FAreaType,FGeometry,FSource,FVintage,FPostOfficeBoxType,FPostOfficeBoxNumber,FPrimaryIdField,FPrimaryIdValue,FSecondaryIDField,FSecondaryIDValue,FPreType,FPreArticle,FPostArticle,FGeometrySRID
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,100179,MEMORIAL HOSPITAL JACKSONVILLE,3625 UNIVERSITY BLVD S,JACKSONVILLE,FL,32216,FL - Jacksonville,19,72128.52,8723,7890.57,228,USCGeocoder,93.7376,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,30.2867847,-81.6016512,Exact,TwoThousandTen,35000,3600,,91642,0,27260,1007,1,0160.00,031,12,1,ResidenceStreetAddress,3625,,,UNIVERSITY,BLVD,S,,,,,JACKSONVILLE,FL,32216,,,,,,,,,,,,,,,,,,3625,,,UNIVERSITY,BLVD,S,,,,,JACKSONVILLE,FL,32216,,,,,,,,,,,,3625,,,UNIVERSITY,BLVD,S,,,JACKSONVILLE,FL,32216,,,,,,,,,,,Duval,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,2726004,,,,,,0
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,100187,PALMETTO GENERAL HOSPITAL,2001 W 68TH ST,HIALEAH,FL,33016,FL - Miami,18,77661.44,12590.5,11591.38,229,USCGeocoder,109.3624,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.9940828402367,FeatureClassBased,ReturnAll,,AddressPoint,,,1,25.8859516,-80.3265447,Relaxed,TwoThousandTen,30000,4992,33124,91482,0,33100,1017,1,0129.00,086,12,1,ResidenceStreetAddress,2001,,W,68TH,ST,,,,,,HIALEAH,FL,33016,,,,,,,,,,,,,,,,,,2001,,W,68TH,ST,,,,,,HIALEAH,FL,33016,,,,,,,,,,,,2001,,W,68TH,ST,,,,miami,FL,33016,,,,,,,,,,,Miami-Dade,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,5716097,,,,,,0
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,100191,MEDICAL CENTER OF TRINITY,9330 SR 54,TRINITY,FL,34655,FL - Hudson,13,75267.69,8200.84,7163.3,230,USCGeocoder,234.3792,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.9940828402367,FeatureClassBased,ReturnAll,,AddressPoint,,,1,28.2041155,-82.6602422,Relaxed,TwoThousandTen,,2020,,92327,0,45300,1000,1,0315.08,101,12,1,ResidenceStreetAddress,9330,,,54,,,,,,,TRINITY,FL,34655,,,,,,,,,,,,SR,,,,,SR,9330,,,54,,,,,,,TRINITY,FL,34655,,,,,,,,,,,,9330,,,54,,,,,NEW PORT RICHEY,FL,34655,,,,,,,,,,,Pasco,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,7588198,,,SR,,,0
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,100204,NORTH FLORIDA REGIONAL MEDICAL CENTER,6500 NEWBERRY RD,GAINESVILLE,FL,32605,FL - Gainesville,34,70769.97,8469.79,7545.08,231,USCGeocoder,78.1263,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,95.8579881656805,FeatureClassBased,ReturnAll,,AddressPoint,,,1,29.6608402,-82.4117719,Relaxed,TwoThousandTen,25175,2900,,91248,0,23540,3020,3,0017.02,001,12,1,ResidenceStreetAddress,6500,,,NEWBERRY,RD,,,,,,GAINESVILLE,FL,32605,,,,,,,,,,,,,,,,,,6500,,,NEWBERRY,RD,,,,,,GAINESVILLE,FL,32605,,,,,,,,,,,,6500,,W,NEWBERRY,RD,,,,GAINESVILLE,FL,32605,,,,,,,,,,,ALACHUA,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,24483,,,,,,0
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,100209,KENDALL REGIONAL MEDICAL CENTER,11750 BIRD RD,MIAMI,FL,33175,FL - Miami,16,83082.31,11943.81,10957.31,232,USCGeocoder,140.6325,1,4.1,,,09,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,20765455.534243,ArealInterpolationGeometricCentroid,ZCTA,60,FeatureClassBased,ReturnAll,,ZCTACentroid,,,1,25.7340583628992,-80.4067644081432,Relaxed;Soundex,TwoThousandTen,70700,4992,33124,91705,0,33100,1003,1,0154.00,086,12,4,ResidenceZIP,11750,,,BIRD,RD,,,,,,MIAMI,FL,33175,,,,,,,,,,,,,,,,,,11750,,,BIRD,RD,,,,,,MIAMI,FL,33175,,,,,,,,,,,,,,,,,,,,,FL,33175,,,,,,,,,,,,20765455.53,Meters,,SOURCE_CENSUS_2010_ZCTAS,2010,,,zcta5ce10,33175,,,,,,0
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,100212,OCALA REGIONAL MEDICAL CENTER,1431 SW 1ST AVE,OCALA,FL,34478,FL - Ocala,15,51953.6,7996.06,6872.6,233,USCGeocoder,218.7415,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,99.4674556213018,FeatureClassBased,ReturnAll,,AddressPoint,,,1,29.1754738,-82.1366339,Relaxed,TwoThousandTen,,2020,,92483,0,36100,1167,1,0019.00,083,12,1,ResidenceStreetAddress,1431,,SW,1ST,AVE,,,,,,OCALA,FL,34478,,,,,,,,,,,,,,,,,,1431,,SW,1ST,AVE,,,,,,OCALA,FL,34478,,,,,,,,,,,,1431,,SW,1ST,AVE,,,,OCALA,FL,34471,,,,,,,,,,,Marion,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,5278113,,,,,,0
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,100213,BLAKE MEDICAL CENTER,2020 59TH ST W,BRADENTON,FL,34209,FL - Bradenton,43,54940.72,8115.67,7099.39,234,USCGeocoder,171.8409,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,27.4820522,-82.6233933,Exact,TwoThousandTen,07950,7510,,90273,0,35840,3002,3,0004.07,081,12,1,ResidenceStreetAddress,2020,,,59TH,ST,W,,,,,BRADENTON,FL,34209,,,,,,,,,,,,,,,,,,2020,,,59TH,ST,W,,,,,BRADENTON,FL,34209,,,,,,,,,,,,2020,,,59TH,ST,W,,,Bradenton,FL,34209,,,,,,,,,,,Manatee,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,5076450,,,,,,0
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,100220,GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM,13681 DOCTOR'S WAY,FORT MYERS,FL,33912,FL - Fort Myers,45,38806.8,8992.97,7576.4,235,USCGeocoder,62.5218,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,26.5441513,-81.850027,Exact,TwoThousandTen,,2020,,91131,0,15980,2014,2,0012.02,071,12,1,ResidenceStreetAddress,13681,,,DOCTORS,WAY,,,,,,FORT MYERS,FL,33912,,,,,,,,,,,,,,,,,,13681,,,DOCTORS,WAY,,,,,,FORT MYERS,FL,33912,,,,,,,,,,,,13681,,,DOCTORS,WAY,,,,FORT MYERS,FL,33912,,,,,,,,,,,Lee,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,4731918,,,,,,0
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,100223,FORT WALTON BEACH MEDICAL CENTER,1000 MAR-WALT DR,FORT WALTON BEA,FL,32547,FL - Pensacola,16,86613.25,8367.31,7453.56,236,USCGeocoder,93.7465,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.9940828402367,FeatureClassBased,ReturnAll,,AddressPoint,,,1,30.4544782,-86.633621,Relaxed,TwoThousandTen,78800,2750,,91170,0,18880,2020,2,0218.02,091,12,1,ResidenceStreetAddress,1000,,,MAR WALT,DR,,,,,,FORT WALTON BEA,FL,32547,,,,,,,,,,,,,,,,,,1000,,,MAR WALT,DR,,,,,,FORT WALTON BEA,FL,32547,,,,,,,,,,,,1000,,,MAR WALT,DR,,,,FT WALTON BEACH,FL,32547,,,,,,,,,,,Okaloosa,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,6113684,,,,,,0
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,100224,UNIVERSITY HOSPITAL AND MEDICAL CENTER,7201 N UNIVERSITY DR,TAMARAC,FL,33321,FL - Fort Lauderdale,12,59319.66,8784.91,7666.25,237,USCGeocoder,15.6006,1,4.1,,,02,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,27838.9689426422,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,26.2121280554063,-80.2544015187654,Relaxed,TwoThousandTen,70675,4992,22744,90644,0,33100,3000,3,0204.11,011,12,1,ResidenceStreetAddress,7201,,N,UNIVERSITY,DR,,,,,,TAMARAC,FL,33321,,,,,,,,,,,,,,,,,,7201,,N,UNIVERSITY,DR,,,,,,TAMARAC,FL,33321,,,,,,,,,,,,7201,,N,University,Dr,,,,TAMARAC,FL,,,,,2913,,,,,,,,27838.97,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,,,UniqueId,768379,,,,,,0
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,100226,ORANGE PARK MEDICAL CENTER,2001 KINGSLEY AVE,ORANGE PARK,FL,32073,FL - Jacksonville,14,79726.85,10200.35,6702.42,238,USCGeocoder,78.1123,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,30.1659743,-81.7376191,Exact,TwoThousandTen,05025,3600,,92509,0,27260,1014,1,0304.00,019,12,1,ResidenceStreetAddress,2001,,,KINGSLEY,AVE,,,,,,ORANGE PARK,FL,32073,,,,,,,,,,,,,,,,,,2001,,,KINGSLEY,AVE,,,,,,ORANGE PARK,FL,32073,,,,,,,,,,,,2001,,,KINGSLEY,AVE,,,,ORANGE PARK,FL,32073,,,,,,,,,,,Clay,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,2131628,,,,,,0
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,100228,WESTSIDE REGIONAL MEDICAL CENTER,8201 W BROWARD BLVD,PLANTATION,FL,33324,FL - Fort Lauderdale,20,55051.45,9215.1,7645.1,239,USCGeocoder,31.2607,1,4.1,,,02,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,40808.1966743469,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,26.1235429550542,-80.2595120711955,Relaxed,TwoThousandTen,57425,4992,22744,92756,0,33100,2012,2,0606.05,011,12,1,ResidenceStreetAddress,8201,,W,BROWARD,BLVD,,,,,,PLANTATION,FL,33324,,,,,,,,,,,,,,,,,,8201,,W,BROWARD,BLVD,,,,,,PLANTATION,FL,33324,,,,,,,,,,,,8201,,W,Broward,Blvd,,,,PLANTATION,FL,,,,,2701,,,,,,,,40808.2,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,,,UniqueId,619879,,,,,,0
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,100231,WEST FLORIDA HOSPITAL,8383 N DAVIS HWY,PENSACOLA,FL,32514,FL - Pensacola,24,62388.37,8422.5,6615.66,240,USCGeocoder,15.6091,1,4.1,,,02,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,83044.9711809158,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,30.5162324036119,-87.2185617125293,Exact,TwoThousandTen,22275,6080,,92691,0,37860,4027,4,0035.07,033,12,1,ResidenceStreetAddress,8383,,N,DAVIS,HWY,,,,,,PENSACOLA,FL,32514,,,,,,,,,,,,,,,,,,8383,,N,DAVIS,HWY,,,,,,PENSACOLA,FL,32514,,,,,,,,,,,,8383,,N,Davis,Hwy,,,,Pensacola,FL,32514,,,,6039,,,,,,,ESCAMBIA,83044.97,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,,,UniqueId,2700501,,,,,,0
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,100236,FAWCETT MEMORIAL HOSPITAL,21298 OLEAN BLVD,PORT CHARLOTTE,FL,33952,FL - Fort Myers,20,73208.95,8166.25,7100.45,241,USCGeocoder,78.1205,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.9940828402367,FeatureClassBased,ReturnAll,,AddressPoint,,,1,26.988577,-82.0979767,Relaxed,TwoThousandTen,58350,6580,,92834,0,39460,3016,3,0207.00,015,12,1,ResidenceStreetAddress,21298,,,OLEAN,BLVD,,,,,,PORT CHARLOTTE,FL,33952,,,,,,,,,,,,,,,,,,21298,,,OLEAN,BLVD,,,,,,PORT CHARLOTTE,FL,33952,,,,,,,,,,,,21298,,,OLEAN,BLVD,,,,charlotte,FL,33952,,,,,,,,,,,Charlotte,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1225370,,,,,,0
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,100242,GULF COAST MEDICAL CENTER,449 W 23RD ST,PANAMA CITY,FL,32405,FL - Panama City,14,65579.57,8527.42,7406.85,242,USCGeocoder,109.3775,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.9940828402367,FeatureClassBased,ReturnAll,,AddressPoint,,,1,30.1877654,-85.6650845,Relaxed,TwoThousandTen,,2020,,92626,0,37460,3013,3,0015.02,005,12,1,ResidenceStreetAddress,449,,W,23RD,ST,,,,,,PANAMA CITY,FL,32405,,,,,,,,,,,,,,,,,,449,,W,23RD,ST,,,,,,PANAMA CITY,FL,32405,,,,,,,,,,,,449,,W,23RD,ST,,,,bay,FL,32405,,,,,,,,,,,Bay,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,182588,,,,,,0
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,100244,CAPE CORAL HOSPITAL,636 DEL PRADO BLVD,CAPE CORAL,FL,33990,FL - Fort Myers,47,39547.21,8068.8,7114.25,243,USCGeocoder,15.6276,1,4.1,,,02,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,175223.335999787,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,26.6394376342383,-81.943245120936,Exact,TwoThousandTen,10275,2700,,90403,0,15980,3010,3,0103.07,071,12,1,ResidenceStreetAddress,636,,,DEL PRADO,BLVD,,,,,,CAPE CORAL,FL,33990,,,,,,,,,,,,,,,,DEL,,636,,,PRADO,BLVD,,,,,,CAPE CORAL,FL,33990,,,,,,,,,,,,636,,,Del Prado,Blvd,,,,Cape Coral,FL,33990,,,,2668,,,,,,,LEE,175223.34,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,,,UniqueId,3978593,,,,,,0
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,100246,LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE,1700 S 23RD ST,FORT PIERCE,FL,34950,FL - Orlando,15,78429.4,10350.2,9302.2,244,USCGeocoder,203.1188,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,27.4317962,-80.3455015,Exact,TwoThousandTen,,2020,,91157,0,38940,2031,2,3804.00,111,12,1,ResidenceStreetAddress,1700,,S,23RD,ST,,,,,,FORT PIERCE,FL,34950,,,,,,,,,,,,,,,,,,1700,,S,23RD,ST,,,,,,FORT PIERCE,FL,34950,,,,,,,,,,,,1700,,S,23RD,ST,,,,Fort Pierce,FL,34950,,,,,,,,,,,ST_LUCIE,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,9458579,,,,,,0
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,100248,LARGO MEDICAL CENTER,201 14TH ST SW,LARGO,FL,33770,FL - Clearwater,12,57518.33,8666,7542,245,USCGeocoder,578.1213,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.9940828402367,FeatureClassBased,ReturnAll,,AddressPoint,,,1,27.914168,-82.8033124,Relaxed,TwoThousandTen,,2020,,90572,0,45300,1004,1,0252.03,103,12,1,ResidenceStreetAddress,201,,,14TH,ST,SW,,,,,LARGO,FL,33770,,,,,,,,,,,,,,,,,,201,,,14TH,ST,SW,,,,,LARGO,FL,33770,,,,,,,,,,,,201,,,14TH,ST,SW,,,pinellas,FL,33770,,,,,,,,,,,Pinellas,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,8187471,,,,,,0
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,100249,SEVEN RIVERS REGIONAL MEDICAL CENTER,6201 N SUNCOAST BLVD,CRYSTAL RIVER,FL,34428,FL - Ocala,17,60405.23,8308,7512.7,246,USCGeocoder,78.1249,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,28.9515728,-82.6246525,Exact,TwoThousandTen,,2020,,90715,1,26140,2026,2,4503.03,017,12,1,ResidenceStreetAddress,6201,,N,SUNCOAST,BLVD,,,,,,CRYSTAL RIVER,FL,34428,,,,,,,,,,,,,,,,,,6201,,N,SUNCOAST,BLVD,,,,,,CRYSTAL RIVER,FL,34428,,,,,,,,,,,,6201,,N,SUNCOAST,BLVD,,,,CRYSTAL RIVER,FL,34428,,,,,,,,,,,Citrus,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1506825,,,,,,0
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,100253,JUPITER MEDICAL CENTER,1210 S OLD DIXIE HWY,JUPITER,FL,33458,FL - Fort Lauderdale,20,47239.4,10105.95,7246.75,247,USCGeocoder,62.4825,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,26.9230063,-80.0959879,Exact,TwoThousandTen,35875,8960,48424,91690,0,33100,2008,2,0002.05,099,12,1,ResidenceStreetAddress,1210,,S,OLD DIXIE,HWY,,,,,,JUPITER,FL,33458,,,,,,,,,,,,,,,,,,1210,,S,OLD DIXIE,HWY,,,,,,JUPITER,FL,33458,,,,,,,,,,,,1210,,S,OLD DIXIE,HWY,,,,Jupiter,FL,33458,,,,,,,,,,,palm,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,7243066,,,,,,0
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,100256,REGIONAL MEDICAL CENTER BAYONET POINT,14000 FIVAY ROAD,HUDSON,FL,34667,FL - Hudson,17,64841.82,7997.17,7137.17,248,USCGeocoder,46.8678,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,28.3612953,-82.6882011,Exact,TwoThousandTen,32825,8280,,92860,0,45300,2000,2,0312.04,101,12,1,ResidenceStreetAddress,14000,,,FIVAY,RD,,,,,,HUDSON,FL,34667,,,,,,,,,,,,,,,,,,14000,,,FIVAY,RD,,,,,,HUDSON,FL,34667,,,,,,,,,,,,14000,,,FIVAY,RD,,,,HUDSON,FL,34667,,,,,,,,,,,Pasco,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,7687897,,,,,,0
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,100258,DELRAY MEDICAL CENTER,5352 LINTON BLVD,DELRAY BEACH,FL,33484,FL - Fort Lauderdale,40,54759.25,8774.95,7763.35,249,USCGeocoder,62.5219,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,95.8579881656805,FeatureClassBased,ReturnAll,,AddressPoint,,,1,26.4370904,-80.127276,Relaxed,TwoThousandTen,17100,8960,48424,90260,0,33100,2004,2,0059.15,099,12,1,ResidenceStreetAddress,5352,,,LINTON,BLVD,,,,,,DELRAY BEACH,FL,33484,,,,,,,,,,,,,,,,,,5352,,,LINTON,BLVD,,,,,,DELRAY BEACH,FL,33484,,,,,,,,,,,,5352,,W,LINTON,BLVD,,,,Delray Beach,FL,33484,,,,,,,,,,,palm,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,7351587,,,,,,0
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,100259,SOUTH BAY HOSPITAL,4016 SUN CITY CENTER BLVD,SUN CITY CENTER,FL,33573,FL - Tampa,12,70162.25,7989.41,6873.41,250,USCGeocoder,62.4838,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.9940828402367,FeatureClassBased,ReturnAll,,AddressPoint,,,1,27.7133029,-82.3653777,Relaxed,TwoThousandTen,69250,8280,,93003,0,45300,1012,1,0140.09,057,12,1,ResidenceStreetAddress,4016,,,SUN CITY CENTER,BLVD,,,,,,SUN CITY CENTER,FL,33573,,,,,,,,,,,,,,,,,,4016,,,SUN CITY CENTER,BLVD,,,,,,SUN CITY CENTER,FL,33573,,,,,,,,,,,,4016,,,SUN CITY CENTER,BLVD,,,,hillsborough,FL,33573,,,,,,,,,,,Hillsborough,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,3862070,,,,,,0
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,100268,WEST BOCA MEDICAL CENTER,21644 STATE RD 7,BOCA RATON,FL,33428,FL - Fort Lauderdale,20,39850.5,9277.8,8207.2,251,USCGeocoder,62.4675,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,94.8520710059172,FeatureClassBased,ReturnAll,,AddressPoint,,,1,26.3559972,-80.1991276,Relaxed,TwoThousandTen,,2020,48424,93276,0,33100,3004,3,0077.40,099,12,1,ResidenceStreetAddress,21644,,,7,,,,,,,BOCA RATON,FL,33428,,,,,,,,,,,,SR,,,,,SR,21644,,,7,,,,,,,BOCA RATON,FL,33428,,,,,,,,,,,,21644,,S,7,,,,,Unincorporated,FL,33428,,,,,,,,,,,palm,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,6991364,,,SR,,,0
