DRGDefinition,ProviderId,ProviderName,ProviderStreetAddress,ProviderCity,ProviderState,ProviderZipCode,HospitalReferralRegionDescription,TotalDischarges,AverageCoveredCharges,AverageTotalPayments,AverageMedicarePayments,AUTO_UNIQUE_ID_2018-07-05_kojoball41_469,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType,CensusYear,CensusPlaceFips,CensusMsaFips,CensusMetDivFips,CensusMcdFips,CensusCbsaMicro,CensusCbsaFips,CensusBlock,CensusBlockGroup,CensusTract,CensusCountyFips,CensusStateFips,naaccrCertCode,naaccrCertType,MNumber,MNumberFractional,MPreDirectional,MName,MSuffix,MPostDirectional,MSuiteType,MSuiteNumber,MPostOfficeBoxType,MPostOfficeBoxNumber,MCity,MState,MZip,MZipPlus1,MZipPlus2,MZipPlus3,MZipPlus4,MZipPlus5,MPreQualifier,MPostQualifier,MConsolidatedCity,MMinorCivilDivision,MCountySubRegion,MCounty,MPreType,MPreArticle,MPostArticle,PPostArticle,PPreArticle,PPreType,PNumber,PNumberFractional,PPreDirectional,PName,PSuffix,PPostDirectional,PSuiteType,PSuiteNumber,PPostOfficeBoxType,PPostOfficeBoxNumber,PCity,PState,PZip,PZipPlus1,PZipPlus2,PZipPlus3,PZipPlus4,PZipPlus5,PPreQualifier,PPostQualifier,PConsolidatedCity,PMinorCivilDivision,PCountySubRegion,PCounty,FNumber,FNumberFractional,FPreDirectional,FName,FSuffix,FPostDirectional,FSuiteType,FSuiteNumber,FCity,FState,FZip,FZipPlus1,FZipPlus2,FZipPlus3,FZipPlus4,FZipPlus5,FPreQualifier,FPostQualifier,FConsolidatedCity,FMinorCivilDivision,FCountySubRegion,FCounty,FArea,FAreaType,FGeometry,FSource,FVintage,FPostOfficeBoxType,FPostOfficeBoxNumber,FPrimaryIdField,FPrimaryIdValue,FSecondaryIDField,FSecondaryIDValue,FPreType,FPreArticle,FPostArticle,FGeometrySRID
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,170012,SALINA REGIONAL HEALTH CENTER,400 SOUTH SANTA FE AVENUE,SALINA,KS,67401,KS - Wichita,14,60749.42,20578.35,19778.92,334,USCGeocoder,78.2042,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.8332434,-97.6102874,Exact,TwoThousandTen,62700,,,62700,1,41460,4005,4,0001.00,169,20,1,ResidenceStreetAddress,400,,S,SANTA FE,AVE,,,,,,SALINA,KS,67401,,,,,,,,,,,,,,,,,,400,,S,SANTA FE,AVE,,,,,,SALINA,KS,67401,,,,,,,,,,,,400,,S,SANTA FE,AVE,,,,Salina,KS,67401,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,427360,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,170013,HAYS MEDICAL CENTER,2220 CANTERBURY DRIVE,HAYS,KS,67601,KS - Wichita,21,72682.85,25470.9,24509.76,335,USCGeocoder,78.1372,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2374.46444567188,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.8783827440149,-99.2991431647667,Exact,TwoThousandTen,31100,,,06650,1,25700,1179,1,0727.02,051,20,1,ResidenceStreetAddress,2220,,,CANTERBURY,DR,,,,,,HAYS,KS,67601,,,,,,,,,,,,,,,,,,2220,,,CANTERBURY,DR,,,,,,HAYS,KS,67601,,,,,,,,,,,,2200-2298,,,Canterbury,Dr,,,,Hays,KS,67601,,,,,,,,,,Hays,Ellis,2374.46,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,149824794,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,170016,ST FRANCIS HEALTH CENTER INC,1700 SW 7TH STREET,TOPEKA,KS,66606,KS - Topeka,18,38903.61,17964.94,14211.16,336,USCGeocoder,78.1218,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,39.0561804,-95.6960357,Exact,TwoThousandTen,71000,8440,,71000,0,45820,1001,1,0021.00,177,20,1,ResidenceStreetAddress,1700,,SW,7TH,ST,,,,,,TOPEKA,KS,66606,,,,,,,,,,,,,,,,,,1700,,SW,7TH,ST,,,,,,TOPEKA,KS,66606,,,,,,,,,,,,1700,,SW,7TH,ST,,,,TOPEKA,KS,66606,,,,,,,,,,,shawnee,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1053077,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,170020,HUTCHINSON REGIONAL MEDICAL CENTER INC,1701 E 23RD AVENUE,HUTCHINSON,KS,67502,KS - Wichita,15,58659.66,20957.6,19911.73,337,USCGeocoder,78.1157,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.9940828402367,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.0777026,-97.8921332,Relaxed,TwoThousandTen,33625,,,33625,1,26740,3020,3,0001.00,155,20,1,ResidenceStreetAddress,1701,,E,23RD,AVE,,,,,,HUTCHINSON,KS,67502,,,,,,,,,,,,,,,,,,1701,,E,23RD,AVE,,,,,,HUTCHINSON,KS,67502,,,,,,,,,,,,1701,,E,23RD,AVE,,,,reno_county,KS,67502,,,,,,,,,,,reno,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,942827,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,170040,UNIVERSITY OF KANSAS HOSPITAL,3901 RAINBOW BLVD,KANSAS CITY,KS,66160,MO - Kansas City,15,151888.4,30406.13,28558.06,338,USCGeocoder,15.6267,1,4.1,,,02,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,42286.973507734,ArealInterpolationGeometricCentroid,Parcel,98.9349112426036,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,39.0561530820457,-94.6106274817575,Relaxed,TwoThousandTen,36000,3760,,36000,0,28140,2001,2,0452.00,209,20,1,ResidenceStreetAddress,3901,,,RAINBOW,BLVD,,,,,,KANSAS CITY,KS,66160,,,,,,,,,,,,,,,,,,3901,,,RAINBOW,BLVD,,,,,,KANSAS CITY,KS,66160,,,,,,,,,,,,3901,,,RAINBOW,BLVD,,,,Kansas City,KS,66103,,,,2937,,,,,,,WYANDOTTE,42286.97,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,,,UniqueId,411858,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,170049,OLATHE MEDICAL CENTER,20375 W 151ST ST #303,OLATHE,KS,66061,MO - Kansas City,17,45462.94,17312.82,16384.35,339,USCGeocoder,156.2354,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.8526416,-94.8245125,Relaxed,TwoThousandTen,52575,3760,,52575,0,28140,1044,1,0536.02,091,20,1,ResidenceStreetAddress,20375,,W,151ST,ST,,UNIT,#303,,,OLATHE,KS,66061,,,,,,,,,,,,,,,,,,20375,,W,151ST,ST,,UNIT,#303,,,OLATHE,KS,66061,,,,,,,,,,,,20375,,W,151ST,ST,,,,olathe,KS,,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,179028,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,170086,STORMONT-VAIL HEALTHCARE,1500 SW 10TH ST,TOPEKA,KS,66604,KS - Topeka,23,82648.17,20817.47,18593.65,340,USCGeocoder,250.003,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3243.33563562669,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,39.0512111820152,-95.6956305049532,Exact,TwoThousandTen,71000,8440,,71000,0,45820,1021,1,0021.00,177,20,1,ResidenceStreetAddress,1500,,SW,10TH,ST,,,,,,TOPEKA,KS,66604,,,,,,,,,,,,,,,,,,1500,,SW,10TH,ST,,,,,,TOPEKA,KS,66604,,,,,,,,,,,,1500-1598,,SW,10th,St,,,,Topeka,KS,66604,,,,,,,,,,Topeka,Shawnee,3243.34,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,17887293,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,170104,SHAWNEE MISSION MEDICAL CENTER,9100 W 74TH STREET,SHAWNEE MISSION,KS,66204,MO - Kansas City,13,79201.46,16322.92,15372.46,341,USCGeocoder,124.9928,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1757.29312078672,LinearInterpolationAddressRange,StreetSegment,98.9940828402367,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.9952278196205,-94.6932252850503,Relaxed,TwoThousandTen,46000,3760,,46000,0,28140,1018,1,0520.01,091,20,1,ResidenceStreetAddress,9100,,W,74TH,ST,,,,,,SHAWNEE MISSION,KS,66204,,,,,,,,,,,,,,,,,,9100,,W,74TH,ST,,,,,,SHAWNEE MISSION,KS,66204,,,,,,,,,,,,9100-9150,,W,74th,St,,,,Merriam,KS,66204,,,,,,,,,,Merriam,Johnson,1757.29,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,633085878,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,170120,LABETTE HEALTH,1902 SOUTH US HWY 59,PARSONS,KS,67357,KS - Wichita,14,40430.21,18570.5,17692.5,342,USCGeocoder,171.8786,1,4.1,,,09,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,466940427.665217,ArealInterpolationGeometricCentroid,ZCTA,60,FeatureClassBased,ReturnAll,,ZCTACentroid,,,1,37.3461390325882,-95.2618160428955,Relaxed;Soundex,TwoThousandTen,54675,,,54675,1,37660,2018,2,9502.00,099,20,4,ResidenceZIP,1902,,S,59,,,,,,,PARSONS,KS,67357,,,,,,,,,,,,US,,,,,US,1902,,S,59,,,,,,,PARSONS,KS,67357,,,,,,,,,,,,,,,,,,,,,KS,67357,,,,,,,,,,,,466940427.67,Meters,,SOURCE_CENSUS_2010_ZCTAS,2010,,,zcta5ce10,67357,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,170122,VIA CHRISTI HOSPITALS WICHITA INC,929 N ST FRANCIS ST,WICHITA,KS,67214,KS - Wichita,48,67284.64,19954.97,18993.41,343,USCGeocoder,93.7346,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,94.0828402366864,FeatureClassBased,ReturnAll,,AddressPoint,,,1,37.7004326,-97.33192,Relaxed,TwoThousandTen,,3760,,,0,48620,2040,2,0004.00,173,20,1,ResidenceStreetAddress,929,,N,SAINT FRANCIS,ST,,,,,,WICHITA,KS,67214,,,,,,,,,,,,,,,,,,929,,N,SAINT FRANCIS,ST,,,,,,WICHITA,KS,67214,,,,,,,,,,,,929,,N,SAINT FRANCIS,AVE,,,,WICHITA,KS,67214,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,620252,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,170123,WESLEY MEDICAL CENTER,550 N HILLSIDE ST,WICHITA,KS,67214,KS - Wichita,33,110132.48,20394.27,19470.03,344,USCGeocoder,62.5197,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,94.0828402366864,FeatureClassBased,ReturnAll,,AddressPoint,,,1,37.6954352,-97.2979694,Relaxed,TwoThousandTen,,3760,,,0,48620,1016,1,0011.00,173,20,1,ResidenceStreetAddress,550,,N,HILLSIDE,ST,,,,,,WICHITA,KS,67214,,,,,,,,,,,,,,,,,,550,,N,HILLSIDE,ST,,,,,,WICHITA,KS,67214,,,,,,,,,,,,550,,N,HILLSIDE,AVE,,,,WICHITA,KS,67214,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,548017,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,170137,LAWRENCE MEMORIAL HOSPITAL,325 MAINE ST,LAWRENCE,KS,66044,MO - Kansas City,19,43179.1,17530.73,16700,345,USCGeocoder,140.6527,1,4.1,,,00,AddressPoint,Ambiguous,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,2,38.978941,-95.2483485,Exact,TwoThousandTen,38900,4150,,38900,0,29940,2003,2,0005.01,045,20,1,ResidenceStreetAddress,325,,,MAINE,ST,,,,,,LAWRENCE,KS,66044,,,,,,,,,,,,,,,,,,325,,,MAINE,ST,,,,,,LAWRENCE,KS,66044,,,,,,,,,,,,325,,,MAINE,ST,,,,LAWRENCE,KS,66044,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,119296,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,170142,MERCY REGIONAL HEALTH CENTER,1823 COLLEGE AVE,MANHATTAN,KS,66502,KS - Topeka,11,63063.63,19356.81,18330.63,346,USCGeocoder,62.51,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,39.2012681,-96.5987145,Exact,TwoThousandTen,44250,,,,0,31740,1001,1,0003.04,161,20,1,ResidenceStreetAddress,1823,,,COLLEGE,AVE,,,,,,MANHATTAN,KS,66502,,,,,,,,,,,,,,,,,,1823,,,COLLEGE,AVE,,,,,,MANHATTAN,KS,66502,,,,,,,,,,,,1823,,,COLLEGE,AVE,,,,Manhattan,KS,66502,,,,,,,,,,,riley,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,967075,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,180009,KING'S DAUGHTERS' MEDICAL CENTER,2201 LEXINGTON AVENUE,ASHLAND,KY,41101,WV - Huntington,33,53044.87,19284.9,17589.9,347,USCGeocoder,78.1369,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3886.84191303141,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.4704560459719,-82.6359397304267,Exact,TwoThousandTen,02368,3400,,90104,0,26580,1033,1,0303.00,019,21,1,ResidenceStreetAddress,2201,,,LEXINGTON,AVE,,,,,,ASHLAND,KY,41101,,,,,,,,,,,,,,,,,,2201,,,LEXINGTON,AVE,,,,,,ASHLAND,KY,41101,,,,,,,,,,,,2201-2299,,,Lexington,Ave,,,,Ashland,KY,41101,,,,,,,,,,Ashland,Boyd,3886.84,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,151047986,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,180010,SAINT JOSEPH HOSPITAL,ONE SAINT JOSEPH DRIVE,LEXINGTON,KY,40504,KY - Lexington,20,58213,20104.25,19096.6,348,USCGeocoder,78.1827,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,FeatureClassBased,ReturnAll,,AddressPoint,,,1,38.032205,-84.523173,Relaxed,TwoThousandTen,46027,4280,,92034,0,30460,2000,2,0025.00,067,21,1,ResidenceStreetAddress,1,,,SAINT JOSEPH,DR,,,,,,LEXINGTON,KY,40504,,,,,,,,,,,,,,,,,,1,,,SAINT JOSEPH,DR,,,,,,LEXINGTON,KY,40504,,,,,,,,,,,,1,,,SAINT JOSEPH,DR,,,,lexington-fayette,KY,,,,,,,,,,,,Fayette,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,510449,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,180011,SAINT JOSEPH HOSPITAL LONDON,1001 SAINT JOSEPH LANE,LONDON,KY,40741,KY - Lexington,22,64831.18,22187.63,21022.9,349,USCGeocoder,109.3861,1,4.1,,,09,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,545912774.61724,ArealInterpolationGeometricCentroid,ZCTA,60,FeatureClassBased,ReturnAll,,ZCTACentroid,,,1,37.1375335407889,-84.126160182524,Relaxed;Soundex,TwoThousandTen,,1642,,92072,1,30940,2050,2,9704.00,125,21,4,ResidenceZIP,1001,,,SAINT JOSEPH,LN,,,,,,LONDON,KY,40741,,,,,,,,,,,,,,,,,,1001,,,SAINT JOSEPH,LN,,,,,,LONDON,KY,40741,,,,,,,,,,,,,,,,,,,,,KY,40741,,,,,,,,,,,,545912774.62,Meters,,SOURCE_CENSUS_2010_ZCTAS,2010,,,zcta5ce10,40741,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,180012,HARDIN MEMORIAL HOSPITAL,913 NORTH DIXIE AVENUE,ELIZABETHTOWN,KY,42701,KY - Louisville,15,39118.93,17474.73,16502.2,350,USCGeocoder,62.5004,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,37.7106801,-85.8768239,Exact,TwoThousandTen,24274,,,91128,0,21060,1011,1,0014.01,093,21,1,ResidenceStreetAddress,913,,N,DIXIE,AVE,,,,,,ELIZABETHTOWN,KY,42701,,,,,,,,,,,,,,,,,,913,,N,DIXIE,AVE,,,,,,ELIZABETHTOWN,KY,42701,,,,,,,,,,,,913,,N,DIXIE,AVE,,,,ELIZABETHTOWN,KY,42701,,,,,,,,,,,Hardin,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,206026,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,180017,T J SAMSON COMMUNITY HOSPITAL,1301 NORTH RACE STREET,GLASGOW,KY,42141,KY - Louisville,12,35928.66,19822.25,18978.58,351,USCGeocoder,78.1155,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2930.02487819275,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,37.0107226005404,-85.9034585269331,Exact,TwoThousandTen,31114,,,91408,1,23980,2000,2,9505.00,009,21,1,ResidenceStreetAddress,1301,,N,RACE,ST,,,,,,GLASGOW,KY,42141,,,,,,,,,,,,,,,,,,1301,,N,RACE,ST,,,,,,GLASGOW,KY,42141,,,,,,,,,,,,1301-1325,,N,Race,St,,,,Glasgow,KY,42141,,,,,,,,,,Glasgow,Barren,2930.02,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,29522244,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,180025,FLAGET MEMORIAL HOSPITAL (MEMBER OF SAINT JOSEPH H,4305 NEW SHEPHERDSVILLE ROAD,BARDSTOWN,KY,40004,KY - Louisville,30,43554.73,16295.93,15240.63,352,USCGeocoder,62.4858,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2282.31927204359,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,37.8630403185839,-85.5227661119596,Exact,TwoThousandTen,03628,,,90152,0,31140,1005,1,9303.01,179,21,1,ResidenceStreetAddress,4305,,,NEW SHEPHERDSVILLE,RD,,,,,,BARDSTOWN,KY,40004,,,,,,,,,,,,,,,,,,4305,,,NEW SHEPHERDSVILLE,RD,,,,,,BARDSTOWN,KY,40004,,,,,,,,,,,,4301-4371,,,New Shepherdsville,Rd,,,,Bardstown,KY,40004,,,,,,,,,,Bardstown,Nelson,2282.32,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,634398641,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,180035,ST ELIZABETH MEDICAL CENTER NORTH,401 EAST 20TH STREET,COVINGTON,KY,41014,KY - Covington,25,53263.44,19511.84,17224.72,353,USCGeocoder,78.1288,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,39.0677423,-84.5003903,Exact,TwoThousandTen,17848,1642,,90864,0,17140,1030,1,0610.00,117,21,1,ResidenceStreetAddress,401,,E,20TH,ST,,,,,,COVINGTON,KY,41014,,,,,,,,,,,,,,,,,,401,,E,20TH,ST,,,,,,COVINGTON,KY,41014,,,,,,,,,,,,401,,E,20TH,ST,,,,COVINGTON,KY,41014,,,,,,,,,,,Kenton,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,311035,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,180036,OUR LADY OF BELLEFONTE HOSPITAL,1000 SAINT CHRISTOPHER DRIVE,ASHLAND,KY,41101,WV - Huntington,21,62821.04,18354.66,17444.38,354,USCGeocoder,62.5551,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,35127.3607954488,LinearInterpolationAddressRange,StreetSegment,98.9940828402367,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.506747072034,-82.6950251482583,Relaxed,TwoThousandTen,67458,3400,,91260,0,26580,2018,2,0401.00,089,21,1,ResidenceStreetAddress,1000,,,SAINT CHRISTOPHER,DR,,,,,,ASHLAND,KY,41101,,,,,,,,,,,,,,,,,,1000,,,SAINT CHRISTOPHER,DR,,,,,,ASHLAND,KY,41101,,,,,,,,,,,,1298-100,,,Saint Christopher,Dr,,,,Russell,KY,41101,,,,,,,,,,Flatwoods-Russell,Greenup,35127.36,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,639342432,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,180038,OWENSBORO MEDICAL HEALTH SYSTEM,811 EAST PARRISH AVENUE,OWENSBORO,KY,42303,KY - Owensboro,32,50228.03,22155.59,21136.68,355,USCGeocoder,78.1179,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,FeatureClassBased,ReturnAll,,AddressPoint,,,1,37.764586,-87.1017935,Relaxed,TwoThousandTen,,1642,,92624,0,36980,1056,1,0005.00,059,21,1,ResidenceStreetAddress,811,,E,PARRISH,AVE,,,,,,OWENSBORO,KY,42303,,,,,,,,,,,,,,,,,,811,,E,PARRISH,AVE,,,,,,OWENSBORO,KY,42303,,,,,,,,,,,,811,,E,PARRISH,AVE,,,,OWENSBORO,KY,,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,108086,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,180040,JEWISH HOSPITAL & ST MARY'S HEALTHCARE,200 ABRAHAM FLEXNER WAY,LOUISVILLE,KY,40202,KY - Louisville,46,68293.6,23692,20316.41,356,USCGeocoder,62.4443,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2508.49710185872,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.2490161215913,-85.7490455318391,Exact,TwoThousandTen,,1642,,92106,0,31140,2019,2,0059.00,111,21,1,ResidenceStreetAddress,200,,,ABRAHAM FLEXNER,WAY,,,,,,LOUISVILLE,KY,40202,,,,,,,,,,,,,,,,,,200,,,ABRAHAM FLEXNER,WAY,,,,,,LOUISVILLE,KY,40202,,,,,,,,,,,,200-398,,,Abraham Flexner,Way,,,,Louisville,KY,40202,,,,,,,,,,Louisville Central,Jefferson,2508.5,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,96897153,,,,,,0
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,180044,PIKEVILLE MEDICAL CENTER,911 BYPASS ROAD,PIKEVILLE,KY,41501,KY - Lexington,17,78759.41,27093.82,21247.41,357,USCGeocoder,46.9118,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5030.69173524802,LinearInterpolationAddressRange,StreetSegment,97.9289940828402,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,37.47227111263,-82.5252886328031,Relaxed,TwoThousandTen,60852,,,92768,,,1002,1,9304.00,195,21,1,ResidenceStreetAddress,911,,,BYPASS,RD,,,,,,PIKEVILLE,KY,41501,,,,,,,,,,,,,,,,,,911,,,BYPASS,RD,,,,,,PIKEVILLE,KY,41501,,,,,,,,,,,,999-917,,S,Bypass,Rd,,,,Pikeville,KY,41501,,,,,,,,,,Pikeville,Pike,5030.69,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,,,tlid,40415315,,,,,,0
