DRGDefinition,ProviderId,ProviderName,ProviderStreetAddress,ProviderCity,ProviderState,ProviderZipCode,HospitalReferralRegionDescription,TotalDischarges,AverageCoveredCharges,AverageTotalPayments,AverageMedicarePayments,AUTO_UNIQUE_ID_2018-07-03_kojoball41_419,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType,CensusYear,CensusPlaceFips,CensusMsaFips,CensusMetDivFips,CensusMcdFips,CensusCbsaMicro,CensusCbsaFips,CensusBlock,CensusBlockGroup,CensusTract,CensusCountyFips,CensusStateFips,naaccrCertCode,naaccrCertType,MNumber,MNumberFractional,MPreDirectional,MName,MSuffix,MPostDirectional,MSuiteType,MSuiteNumber,MPostOfficeBoxType,MPostOfficeBoxNumber,MCity,MState,MZip,MZipPlus1,MZipPlus2,MZipPlus3,MZipPlus4,MZipPlus5,MPreQualifier,MPostQualifier,MConsolidatedCity,MMinorCivilDivision,MCountySubRegion,MCounty,MPreType,MPreArticle,MPostArticle,PPostArticle,PPreArticle,PPreType,PNumber,PNumberFractional,PPreDirectional,PName,PSuffix,PPostDirectional,PSuiteType,PSuiteNumber,PPostOfficeBoxType,PPostOfficeBoxNumber,PCity,PState,PZip,PZipPlus1,PZipPlus2,PZipPlus3,PZipPlus4,PZipPlus5,PPreQualifier,PPostQualifier,PConsolidatedCity,PMinorCivilDivision,PCountySubRegion,PCounty,FNumber,FNumberFractional,FPreDirectional,FName,FSuffix,FPostDirectional,FSuiteType,FSuiteNumber,FCity,FState,FZip,FZipPlus1,FZipPlus2,FZipPlus3,FZipPlus4,FZipPlus5,FPreQualifier,FPostQualifier,FConsolidatedCity,FMinorCivilDivision,FCountySubRegion,FCounty,FArea,FAreaType,FGeometry,FSource,FVintage,FPostOfficeBoxType,FPostOfficeBoxNumber,FPrimaryIdField,FPrimaryIdValue,FSecondaryIDField,FSecondaryIDValue,FPreType,FPreArticle,FPostArticle,FGeometrySRID
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,110215,PIEDMONT FAYETTE HOSPITAL,1255 HIGHWAY 54 WEST,FAYETTEVILLE,GA,30214,GA - Atlanta,11,37974,6759.9,4902.54,242,USCGeocoder,62.5567,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.3431952662722,FeatureClassBased,ReturnAll,,AddressPoint,,,1,33.4527114,-84.508215,Relaxed,TwoThousandTen,,0120,,92331,0,12060,3025,3,1402.04,113,13,1,ResidenceStreetAddress,1255,,,54,,W,,,,,FAYETTEVILLE,GA,30214,,,,,,,,,,,,HWY,,,,,HWY,1255,,,54,,W,,,,,FAYETTEVILLE,GA,30214,,,,,,,,,,,,1255,,W,54,,,,,FAY,GA,30214,,,,,,,,,,,Fayette,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1944392,,,HWY,,,0
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,120026,PALI MOMI MEDICAL CENTER,98-1079 MOANALUA ROAD,AIEA,HI,96701,HI - Honolulu,11,23782,8596.63,7467.54,243,USCGeocoder,78.1506,1,4.1,,,09,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,50990250.2094131,ArealInterpolationGeometricCentroid,ZCTA,60,FeatureClassBased,ReturnAll,,ZCTACentroid,,,1,21.3968268479507,-157.897727197776,Relaxed;Soundex,TwoThousandTen,,3320,,90270,0,26180,2009,2,0077.02,003,15,4,ResidenceZIP,981079,,,MOANALUA,RD,,,,,,AIEA,HI,96701,,,,,,,,,,,,,,,,,,981079,,,MOANALUA,RD,,,,,,AIEA,HI,96701,,,,,,,,,,,,,,,,,,,,,HI,96701,,,,,,,,,,,,50990250.21,Meters,,SOURCE_CENSUS_2010_ZCTAS,2010,,,zcta5ce10,96701,,,,,,0
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,130002,ST LUKES MAGIC VALLEY RMC,801 POLE LINE ROAD WEST,TWIN FALLS,ID,83301,ID - Boise,11,19304.45,6891,5967.72,244,USCGeocoder,124.9977,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1793.37378299679,LinearInterpolationAddressRange,StreetSegment,98.8165680473373,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,42.5920908018362,-114.464171149628,Relaxed;Soundex,TwoThousandTen,82810,,,93565,1,46300,1256,1,0007.00,083,16,1,ResidenceStreetAddress,801,,,POLE LINE,RD,W,,,,,TWIN FALLS,ID,83301,,,,,,,,,,,,,,,,,,801,,,POLE LINE,RD,W,,,,,TWIN FALLS,ID,83301,,,,,,,,,,,,763-801,,,Poleline,Rd,,,,Twin Falls,ID,83301,,,,,,,,,,Twin Falls,Twin Falls,1793.37,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,118791375,,,,,,0
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,130006,ST LUKES REGIONAL MEDICAL CENTER,190 EAST BANNOCK STREET,BOISE,ID,83712,ID - Boise,13,19011.23,7369.3,5561.69,245,USCGeocoder,62.5015,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,43.6123686,-116.1916868,Exact,TwoThousandTen,,1080,,90345,0,14260,2066,2,0001.00,001,16,1,ResidenceStreetAddress,190,,E,BANNOCK,ST,,,,,,BOISE,ID,83712,,,,,,,,,,,,,,,,,,190,,E,BANNOCK,ST,,,,,,BOISE,ID,83712,,,,,,,,,,,,190,,E,BANNOCK,ST,,,,BOISE,ID,83712,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,379773,,,,,,0
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,130007,ST ALPHONSUS REGIONAL MEDICAL CENTER,1055 NORTH CURTIS ROAD,BOISE,ID,83706,ID - Boise,12,20249,7037.66,5908.33,246,USCGeocoder,93.7368,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,43.613951,-116.2552174,Exact,TwoThousandTen,,1080,,90345,0,14260,2006,2,0020.00,001,16,1,ResidenceStreetAddress,1055,,N,CURTIS,RD,,,,,,BOISE,ID,83706,,,,,,,,,,,,,,,,,,1055,,N,CURTIS,RD,,,,,,BOISE,ID,83706,,,,,,,,,,,,1055,,N,CURTIS,RD,,,,BOISE,ID,83706,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,375478,,,,,,0
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,130018,EASTERN IDAHO REGIONAL MEDICAL CENTER,3100 CHANNING WAY,IDAHO FALLS,ID,83404,ID - Idaho Falls,17,35379.76,7264.76,6205,247,USCGeocoder,15.6055,1,4.1,,,02,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,125430.986030102,ArealInterpolationGeometricCentroid,Parcel,98.9940828402367,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,43.4700015079202,-111.992188233901,Relaxed,TwoThousandTen,,1080,,91656,0,26820,1139,1,9706.03,019,16,1,ResidenceStreetAddress,3100,,,CHANNING,WAY,,,,,,IDAHO FALLS,ID,83404,,,,,,,,,,,,,,,,,,3100,,,CHANNING,WAY,,,,,,IDAHO FALLS,ID,83404,,,,,,,,,,,,3100,,,Channing,Way,,,,Ammon,ID,83404,,,,7533,,,,,,,BONNEVILLE,125430.99,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,,,UniqueId,228517,,,,,,0
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,130049,KOOTENAI MEDICAL CENTER,2003 KOOTENAI HEALTH WAY,COEUR D'ALENE,ID,83814,WA - Spokane,12,21233.33,7559.16,4651,248,USCGeocoder,78.0924,1,4.1,,,09,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,554545702.762495,ArealInterpolationGeometricCentroid,ZCTA,60,FeatureClassBased,ReturnAll,,ZCTACentroid,,,1,47.6396244650133,-116.752124929229,Relaxed;Soundex,TwoThousandTen,,1080,,91426,0,17660,2000,2,0019.00,055,16,4,ResidenceZIP,2003,,,KOOTENAI HEALTH,WAY,,,,,,COEUR D'ALENE,ID,83814,,,,,,,,,,,,,,,,,,2003,,,KOOTENAI HEALTH,WAY,,,,,,COEUR D'ALENE,ID,83814,,,,,,,,,,,,,,,,,,,,,ID,83814,,,,,,,,,,,,554545702.76,Meters,,SOURCE_CENSUS_2010_ZCTAS,2010,,,zcta5ce10,83814,,,,,,0
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,140007,PROVENA ST JOSEPH MEDICAL CENTER,333 N MADISON,JOLIET,IL,60435,IL - Joliet,18,40637.55,6894.44,6053.55,249,USCGeocoder,46.8745,1,4.1,,,02,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,89.9408284023669,FeatureClassBased,ReturnAll,,ExactParcelCentroid,,,1,41.5278848105378,-88.1353945610816,Relaxed,TwoThousandTen,,1040,16974,38583,0,16980,3002,3,8828.02,197,17,1,ResidenceStreetAddress,333,,N,MADISON,,,,,,,JOLIET,IL,60435,,,,,,,,,,,,,,,,,,333,,N,MADISON,,,,,,,JOLIET,IL,60435,,,,,,,,,,,,333,,,MADISON,ST,,,,JOLIET,IL,60435,,,,,,,,,,,WILL,0,Meters,,SOURCE_COUNTY_PARCEL_DATA,2016,,,ParcelID,257359,,,,,,0
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,140010,EVANSTON HOSPITAL,2650 RIDGE AVE,EVANSTON,IL,60201,IL - Evanston,20,22388.45,9565.65,6905.2,250,USCGeocoder,93.7494,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,42.066005,-87.6839553,Exact,TwoThousandTen,24582,1602,16974,24595,0,16980,2011,2,8088.00,031,17,1,ResidenceStreetAddress,2650,,,RIDGE,AVE,,,,,,EVANSTON,IL,60201,,,,,,,,,,,,,,,,,,2650,,,RIDGE,AVE,,,,,,EVANSTON,IL,60201,,,,,,,,,,,,2650,,,RIDGE,AVE,,,,EVANSTON,IL,60201,,,,,,,,,,,Cook,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,874774,,,,,,0
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,140015,BLESSING HOSPITAL,BROADWAY AT 11TH STREET,QUINCY,IL,62301,IL - Springfield,27,25006,7900.44,6188.85,251,USCGeocoder,46.8169,1,4.1,,,09,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,30657040.0673761,ArealInterpolationGeometricCentroid,ZCTA,60,FeatureClassBased,ReturnAll,,ZCTACentroid,,,1,39.9316346503285,-91.386631814095,Relaxed;Soundex,TwoThousandTen,62367,,,62380,1,39500,5003,5,0006.00,001,17,4,ResidenceZIP,,,,BROADWAY AT 11TH,ST,,,,,,QUINCY,IL,62301,,,,,,,,,,,,,,,,,,,,,BROADWAY AT 11TH,ST,,,,,,QUINCY,IL,62301,,,,,,,,,,,,,,,,,,,,,IL,62301,,,,,,,,,,,,30657040.07,Meters,,SOURCE_CENSUS_2010_ZCTAS,2010,,,zcta5ce10,62301,,,,,,0
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,140029,COPLEY MEMORIAL HOSPITAL,2000 OGDEN AVENUE,AURORA,IL,60504,IL - Aurora,13,63436.61,7787.84,6668.15,252,USCGeocoder,203.1368,1,4.1,,,00,AddressPoint,Ambiguous,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,2,41.7286964,-88.2707157,Exact,TwoThousandTen,,1040,16974,03025,0,16980,4074,4,8544.00,089,17,1,ResidenceStreetAddress,2000,,,OGDEN,AVE,,,,,,AURORA,IL,60504,,,,,,,,,,,,,,,,,,2000,,,OGDEN,AVE,,,,,,AURORA,IL,60504,,,,,,,,,,,,2000,,,OGDEN,AVE,,,,AURORA,IL,60504,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,248823,,,,,,0
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,140030,SHERMAN HOSPITAL,1425 NORTH RANDALL ROAD,ELGIN,IL,60123,IL - Elgin,13,41817.3,7414,6376.46,253,USCGeocoder,46.8753,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,42.0700546,-88.3311717,Exact,TwoThousandTen,,1040,16974,21046,0,16980,3041,3,8506.00,089,17,1,ResidenceStreetAddress,1425,,N,RANDALL,RD,,,,,,ELGIN,IL,60123,,,,,,,,,,,,,,,,,,1425,,N,RANDALL,RD,,,,,,ELGIN,IL,60123,,,,,,,,,,,,1425,,N,RANDALL,RD,,,,ELGIN,IL,60123,,,,,,,,,,,Kane,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,2484416,,,,,,0
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,140034,ST MARYS HOSPITAL,400 NORTH PLEASANT AVENUE,CENTRALIA,IL,62801,MO - St. Louis,15,29848.13,7232.8,6560,254,USCGeocoder,78.135,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2547.48699421791,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,38.5290633776281,-89.1161120743654,Exact,TwoThousandTen,12164,,,12177,1,16460,5022,5,9527.00,121,17,1,ResidenceStreetAddress,400,,N,PLEASANT,AVE,,,,,,CENTRALIA,IL,62801,,,,,,,,,,,,,,,,,,400,,N,PLEASANT,AVE,,,,,,CENTRALIA,IL,62801,,,,,,,,,,,,390-480,,N,Pleasant,Ave,,,,Centralia,IL,62801,,,,,,,,,,Centralia,Marion,2547.49,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,93048593,,,,,,0
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,140049,WEST SUBURBAN MEDICAL CENTER,3 ERIE COURT,OAK PARK,IL,60302,IL - Melrose Park,12,49208.41,9988.83,8604.16,255,USCGeocoder,124.9927,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1034.97265240218,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,41.8917420795813,-87.7760430896013,Exact,TwoThousandTen,54885,1602,16974,54898,0,16980,2000,2,8125.00,031,17,1,ResidenceStreetAddress,3,,,ERIE,CT,,,,,,OAK PARK,IL,60302,,,,,,,,,,,,,,,,,,3,,,ERIE,CT,,,,,,OAK PARK,IL,60302,,,,,,,,,,,,33-99,,,Erie,Ct,,,,Oak Park,IL,60302,,,,,,,,,,Oak Park,Cook,1034.97,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,616786273,,,,,,0
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,11,24419.45,7815.54,7303.9,256,USCGeocoder,78.1176,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,42.0562275,-87.7400858,Exact,TwoThousandTen,70122,1602,16974,53013,0,16980,2002,2,8068.01,031,17,1,ResidenceStreetAddress,9600,,,GROSS POINT,RD,,,,,,SKOKIE,IL,60076,,,,,,,,,,,,,,,,,,9600,,,GROSS POINT,RD,,,,,,SKOKIE,IL,60076,,,,,,,,,,,,9600,,,GROSS POINT,RD,,,,Skokie,IL,60076,,,,,,,,,,,Cook,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1300146,,,,,,0
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,140054,MACNEAL  HOSPITAL,3249 SOUTH OAK PARK AVENUE,BERWYN,IL,60402,IL - Melrose Park,14,38893.92,9047.35,6694.42,257,USCGeocoder,140.6229,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,95.8579881656805,FeatureClassBased,ReturnAll,,AddressPoint,,,1,41.8326146,-87.7922193,Relaxed,TwoThousandTen,05573,1602,16974,05586,0,16980,1014,1,8154.00,031,17,1,ResidenceStreetAddress,3249,,S,OAK PARK,AVE,,,,,,BERWYN,IL,60402,,,,,,,,,,,,,,,,,,3249,,S,OAK PARK,AVE,,,,,,BERWYN,IL,60402,,,,,,,,,,,,3249,,,OAK PARK,AVE,,,,Berwyn,IL,60402,,,,,,,,,,,Cook,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1637835,,,,,,0
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,140062,PALOS COMMUNITY HOSPITAL,12251 SOUTH 80TH AVENUE,PALOS HEIGHTS,IL,60463,IL - Blue Island,24,42772.83,7783.37,5496.54,258,USCGeocoder,109.3598,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,41.6691582,-87.8134659,Exact,TwoThousandTen,57381,1602,16974,57355,0,16980,1042,1,8239.03,031,17,1,ResidenceStreetAddress,12251,,S,80TH,AVE,,,,,,PALOS HEIGHTS,IL,60463,,,,,,,,,,,,,,,,,,12251,,S,80TH,AVE,,,,,,PALOS HEIGHTS,IL,60463,,,,,,,,,,,,12251,,S,80TH,AVE,,,,Palos Heights,IL,60463,,,,,,,,,,,Cook,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,2005328,,,,,,0
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,140067,SAINT FRANCIS MEDICAL CENTER,530 NE GLEN OAK AVE,PEORIA,IL,61637,IL - Peoria,32,39209.68,7741.34,6932.71,259,USCGeocoder,78.1224,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.9349112426036,FeatureClassBased,ReturnAll,,AddressPoint,,,1,40.7025033,-89.5895868,Relaxed,TwoThousandTen,59000,6120,,59013,0,37900,3002,3,0016.00,143,17,1,ResidenceStreetAddress,530,,NE,GLEN OAK,AVE,,,,,,PEORIA,IL,61637,,,,,,,,,,,,,,,,,,530,,NE,GLEN OAK,AVE,,,,,,PEORIA,IL,61637,,,,,,,,,,,,530,,NE,GLEN OAK,AVE,,,,PEORIA,IL,61603,,,,,,,,,,,Peoria,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,3572957,,,,,,0
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,140084,VISTA MEDICAL CENTER EAST,1324 NORTH SHERIDAN ROAD,WAUKEGAN,IL,60085,WI - Milwaukee,23,59549.43,8046.78,7018.78,260,USCGeocoder,46.8366,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,42.3781899,-87.8323613,Exact,TwoThousandTen,,1040,29404,79306,0,16980,1015,1,8617.02,097,17,1,ResidenceStreetAddress,1324,,N,SHERIDAN,RD,,,,,,WAUKEGAN,IL,60085,,,,,,,,,,,,,,,,,,1324,,N,SHERIDAN,RD,,,,,,WAUKEGAN,IL,60085,,,,,,,,,,,,1324,,N,SHERIDAN,RD,,,,Waukegan,IL,60085,,,,,,,,,,,Lake,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,2813990,,,,,,0
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,140091,CARLE FOUNDATION HOSPITAL,611 WEST PARK STREET,URBANA,IL,61801,IL - Urbana,12,35360.08,7687.58,6752.25,261,USCGeocoder,93.7473,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.9940828402367,FeatureClassBased,ReturnAll,,AddressPoint,,,1,40.1169844,-88.2150986,Relaxed,TwoThousandTen,77005,1400,,18121,0,16580,2025,2,0053.00,019,17,1,ResidenceStreetAddress,611,,W,PARK,ST,,,,,,URBANA,IL,61801,,,,,,,,,,,,,,,,,,611,,W,PARK,ST,,,,,,URBANA,IL,61801,,,,,,,,,,,,611,,W,PARK,ST,,,,champaign,IL,61801,,,,,,,,,,,Champaign,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,96783,,,,,,0
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,812 N LOGAN,DANVILLE,IL,61832,IL - Urbana,13,45309.38,7139.84,6012.76,262,USCGeocoder,125.0006,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2203.77841639135,LinearInterpolationAddressRange,StreetSegment,97.0414201183432,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,40.1354532722353,-87.6449875682223,Relaxed,TwoThousandTen,18563,,,18576,0,19180,2097,2,0008.00,183,17,1,ResidenceStreetAddress,812,,N,LOGAN,,,,,,,DANVILLE,IL,61832,,,,,,,,,,,,,,,,,,812,,N,LOGAN,,,,,,,DANVILLE,IL,61832,,,,,,,,,,,,726-834,,N,Logan,Ave,,,,Danville,IL,61832,,,,,,,,,,Danville,Vermilion,2203.78,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,611994943,,,,,,0
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,150 W HIGH ST,MORRIS,IL,60450,IL - Joliet,18,29602.72,6763.55,5706.88,263,USCGeocoder,124.9891,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2087.65133104658,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,41.3690401370952,-88.4256426750477,Exact,TwoThousandTen,50491,1602,16974,50504,0,16980,1028,1,0004.00,063,17,1,ResidenceStreetAddress,150,,W,HIGH,ST,,,,,,MORRIS,IL,60450,,,,,,,,,,,,,,,,,,150,,W,HIGH,ST,,,,,,MORRIS,IL,60450,,,,,,,,,,,,198-122,,W,High,St,,,,Morris,IL,60450,,,,,,,,,,Morris,Grundy,2087.65,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,54441547,,,,,,0
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,140114,SWEDISH COVENANT HOSPITAL,5145 N CALIFORNIA AVE,CHICAGO,IL,60625,IL - Chicago,23,51503.34,13625.95,7634.04,264,USCGeocoder,124.9947,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,41.9753487,-87.6986294,Exact,TwoThousandTen,14000,1602,16974,14000,0,16980,2005,2,0402.01,031,17,1,ResidenceStreetAddress,5145,,N,CALIFORNIA,AVE,,,,,,CHICAGO,IL,60625,,,,,,,,,,,,,,,,,,5145,,N,CALIFORNIA,AVE,,,,,,CHICAGO,IL,60625,,,,,,,,,,,,5145,,N,CALIFORNIA,AVE,,,,Chicago,IL,60625,,,,,,,,,,,Cook,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1455878,,,,,,0
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,140116,CENTEGRA HEALTH SYSTEM - MC HENRY HOSPITAL,4201 MEDICAL CENTER DRIVE,MCHENRY,IL,60050,IL - Elgin,16,21275.12,6772,5714.75,265,USCGeocoder,62.4928,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,93.1952662721894,FeatureClassBased,ReturnAll,,AddressPoint,,,1,42.3179562,-88.2778978,Relaxed,TwoThousandTen,45694,1602,16974,54495,0,16980,4020,4,8708.03,111,17,1,ResidenceStreetAddress,4201,,,MEDICAL CENTER,DR,,,,,,MCHENRY,IL,60050,,,,,,,,,,,,,,,,,,4201,,,MEDICAL CENTER,DR,,,,,,MCHENRY,IL,60050,,,,,,,,,,,,4201,,W,MEDICAL CENTER,DR,,,,mchenry,IL,,,,,,,,,,,,McHenry,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,3340349,,,,,,0
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,140117,RESURRECTION MEDICAL CENTER,7435 W TALCOTT AVENUE,CHICAGO,IL,60631,IL - Chicago,22,31701.68,9285.54,5679.45,266,USCGeocoder,93.7502,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,41.9875022,-87.8130967,Exact,TwoThousandTen,14000,1602,16974,14000,0,16980,3000,3,1004.00,031,17,1,ResidenceStreetAddress,7435,,W,TALCOTT,AVE,,,,,,CHICAGO,IL,60631,,,,,,,,,,,,,,,,,,7435,,W,TALCOTT,AVE,,,,,,CHICAGO,IL,60631,,,,,,,,,,,,7435,,W,TALCOTT,AVE,,,,Chicago,IL,60631,,,,,,,,,,,Cook,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1382894,,,,,,0
