DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region Description, Total Discharges , Average Covered Charges , Average Total Payments ,Average Medicare Payments
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,50394,COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA,147 N BRENT ST,VENTURA,CA,93003,CA - Ventura,11,80876.63,11634.45,10617
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,50396,SANTA BARBARA COTTAGE HOSPITAL,400 WEST PUEBLO,SANTA BARBARA,CA,93102,CA - Santa Barbara,13,68512.53,12640.38,11610.23
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,50438,HUNTINGTON MEMORIAL HOSPITAL,100 W  CALIFORNIA BLVD,PASADENA,CA,91109,CA - Los Angeles,23,82930.13,13595.21,12617.82
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,50444,MERCY MEDICAL CENTER,333 MERCY AVENUE,MERCED,CA,95340,CA - Modesto,21,86458.9,15388.61,14434.85
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,50454,UCSF MEDICAL CENTER,"505 PARNASSUS AVE, BOX 0296",SAN FRANCISCO,CA,94143,CA - San Francisco,13,102972.84,25205.3,20568.69
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,50455,SAN JOAQUIN COMMUNITY HOSPITAL,2615 CHESTER AVENUE,BAKERSFIELD,CA,93301,CA - Bakersfield,18,62040.88,13126.05,11433.61
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,50464,DOCTORS MEDICAL CENTER,1441 FLORIDA AVENUE,MODESTO,CA,95350,CA - Modesto,11,122732.54,14951.81,12760.18
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,50485,LONG BEACH MEMORIAL MEDICAL CENTER,2801 ATLANTIC AVE,LONG BEACH,CA,90806,CA - Los Angeles,14,69423.64,14205.78,12214.85
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,50488,EDEN MEDICAL CENTER,20103 LAKE CHABOT ROAD,CASTRO VALLEY,CA,94546,CA - Alameda County,13,93766.84,15380.84,14512.53
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,50498,SUTTER AUBURN FAITH HOSPITAL,11815 EDUCATION STREET,AUBURN,CA,95603,CA - Sacramento,17,61291.76,12333.94,11213.23
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,50502,SAINT VINCENT MEDICAL CENTER,2131 W 3RD ST,LOS ANGELES,CA,90057,CA - Los Angeles,15,83176.73,17322.06,16345.26
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,50516,MERCY SAN JUAN MEDICAL CENTER,6501 COYLE AVE,CARMICHAEL,CA,95608,CA - Sacramento,11,79947.72,14793.63,13767.45
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,50549,LOS ROBLES HOSPITAL & MEDICAL CENTER,215 W JANSS RD,THOUSAND OAKS,CA,91360,CA - Ventura,20,92906.7,13303.4,12229.6
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,50551,LOS ALAMITOS MEDICAL CENTER,3751 KATELLA AVENUE,LOS ALAMITOS,CA,90720,CA - Orange County,14,92823.71,11251.07,9765.07
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,50557,MEMORIAL  MEDICAL CENTER,1700 COFFEE RD,MODESTO,CA,95355,CA - Modesto,17,83305.11,12460.23,11467.05
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,50573,EISENHOWER MEDICAL CENTER,39-000 BOB HOPE DRIVE,RANCHO MIRAGE,CA,92270,CA - Palm Springs/Rancho M,39,91760.79,10762.1,9729.05
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,50616,ST JOHNS PLEASANT VALLEY HOSPITAL,2309 ANTONIO AVE,CAMARILLO,CA,93010,CA - Ventura,11,89666.27,11000,9976.72
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,50625,CEDARS-SINAI MEDICAL CENTER,8700 BEVERLY BLVD,LOS ANGELES,CA,90048,CA - Los Angeles,41,153301.97,17991.73,16964.31
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,50636,POMERADO HOSPITAL,15615 POMERADO ROAD,POWAY,CA,92064,CA - San Diego,12,52652.25,10709,9692.66
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,50761,PROVIDENCE TARZANA MEDICAL CENTER,18321 CLARK STREET,TARZANA,CA,91356,CA - Los Angeles,28,101747.21,12956.1,10372.57
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,50764,SHASTA REGIONAL MEDICAL CENTER,1100 BUTTE ST,REDDING,CA,96001,CA - Redding,17,78443.41,13103,12047
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,60001,NORTH COLORADO MEDICAL CENTER,1801 16TH STREET,GREELEY,CO,80631,CO - Greeley,17,50357.52,11198.23,10205.05
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,60003,LONGMONT UNITED HOSPITAL,1950 MOUNTAIN VIEW AVENUE,LONGMONT,CO,80501,CO - Boulder,13,42488.07,10106,9073.38
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,60009,EXEMPLA LUTHERAN MEDICAL CENTER,8300 W 38TH AVE,WHEAT RIDGE,CO,80033,CO - Denver,16,49615.68,10732.75,8748.81
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,60010,POUDRE VALLEY HOSPITAL,1024 S LEMAY AVE,FORT COLLINS,CO,80524,CO - Fort Collins,19,39601.84,10137,9190.47
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,60012,CENTURA HEALTH-ST MARY CORWIN MEDICAL CENTER,1008 MINNEQUA AVE,PUEBLO,CO,81004,CO - Pueblo,12,46486,10634.5,9513.16
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,60020,PARKVIEW MEDICAL CENTER INC,400 W 16TH STREET,PUEBLO,CO,81003,CO - Pueblo,16,57980.75,10378.81,9461.06
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,60022,MEMORIAL HOSPITAL CENTRAL,1400 E BOULDER ST,COLORADO SPRING,CO,80909,CO - Colorado Springs,13,41793,11418.92,8975.15
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,60023,ST MARYS HOSPITAL AND MEDICAL CENTER,2635 N 7TH STREET,GRAND JUNCTION,CO,81502,CO - Grand Junction,22,31387.18,11653.09,10631.27
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,60030,MCKEE MEDICAL CENTER,2000 BOISE AVE,LOVELAND,CO,80538,CO - Greeley,11,29013.54,9847.54,8930.09
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,60031,CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,2222 N NEVADA AVE,COLORADO SPRING,CO,80907,CO - Colorado Springs,24,50110.5,10181.41,8366.08
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,60034,SWEDISH MEDICAL CENTER,501 E HAMPDEN AVENUE,ENGLEWOOD,CO,80113,CO - Denver,22,58966.22,10578.4,9656.59
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,60113,CENTURA HEALTH-LITTLETON ADVENTIST HOSPITAL,7700 S BROADWAY,LITTLETON,CO,80122,CO - Denver,14,54951.07,9874.71,8911.28
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,70001,HOSPITAL OF ST RAPHAEL,1450 CHAPEL ST,NEW HAVEN,CT,6511,CT - New Haven,13,40307.69,13674.84,12813.92
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,70002,ST FRANCIS HOSPITAL & MEDICAL CENTER,114 WOODLAND STREET,HARTFORD,CT,6105,CT - Hartford,22,27295.27,13679.77,12367.9
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,70005,WATERBURY HOSPITAL,64 ROBBINS ST,WATERBURY,CT,6721,CT - New Haven,12,48448.08,12969.75,11541.66
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,70016,SAINT MARYS HOSPITAL,56 FRANKLIN ST,WATERBURY,CT,6706,CT - New Haven,15,25610.26,13964.4,12169.66
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,70018,GREENWICH HOSPITAL ASSOCIATION,5 PERRYRIDGE RD,GREENWICH,CT,6830,CT - Bridgeport,12,62745.41,12265.33,11327.33
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,70020,MIDDLESEX HOSPITAL,28 CRESCENT ST,MIDDLETOWN,CT,6457,CT - Hartford,11,53223.63,11950.27,11129.9
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,70022,YALE-NEW HAVEN HOSPITAL,20 YORK ST,NEW HAVEN,CT,6504,CT - New Haven,26,52062.84,16962.03,15883.26
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,70024,WILLIAM W BACKUS HOSPITAL,326 WASHINGTON ST,NORWICH,CT,6360,CT - Hartford,11,27030.9,11697.54,9702.72
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,70025,HARTFORD HOSPITAL,80 SEYMOUR STREET,HARTFORD,CT,6102,CT - Hartford,23,43386.47,15357.13,14331.91
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,70027,MANCHESTER MEMORIAL HOSPITAL,71 HAYNES ST,MANCHESTER,CT,6040,CT - Hartford,12,25403.25,11142,10120.33
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,70028,ST VINCENT'S MEDICAL CENTER,2800 MAIN ST,BRIDGEPORT,CT,6606,CT - Bridgeport,15,35730.73,13943.26,11565.66
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,70034,NORWALK HOSPITAL ASSOCIATION,24 STEVENS STREET,NORWALK,CT,6856,CT - Bridgeport,13,57877.3,15994.69,12851.92
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,80001,"CHRISTIANA CARE HEALTH SERVICES, INC.",4755 OGLETOWN-STANTON ROAD,NEWARK,DE,19718,DE - Wilmington,51,26644.23,13407.11,11551.88
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,80007,BEEBE MEDICAL CENTER,424 SAVANNAH RD,LEWES,DE,19958,MD - Salisbury,13,36488.69,10414.84,9546.53
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,90011,WASHINGTON HOSPITAL CENTER,110 IRVING ST NW,WASHINGTON,DC,20010,DC - Washington,12,63610.33,14557.91,13811.25
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100002,BETHESDA MEMORIAL HOSPITAL,2815 S SEACREST BLVD,BOYNTON BEACH,FL,33435,FL - Fort Lauderdale,19,85983.78,11149.52,10437.94
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100006,ORLANDO HEALTH,1414 S KUHL AVE,ORLANDO,FL,32806,FL - Orlando,47,62688.06,12022.27,9514.51
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100007,FLORIDA HOSPITAL,601 E ROLLINS ST,ORLANDO,FL,32803,FL - Orlando,111,56953.82,11040.34,9368.76
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100008,BAPTIST HOSPITAL OF MIAMI INC,8900 N KENDALL DR,MIAMI,FL,33176,FL - Miami,31,88754.12,15035.87,11274.93
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100012,LEE MEMORIAL HOSPITAL,2776 CLEVELAND AVE,FORT MYERS,FL,33901,FL - Fort Myers,45,46724.22,10065.73,9064.48
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100017,HALIFAX HEALTH MEDICAL CENTER,303 N CLYDE MORRIS BLVD,DAYTONA BEACH,FL,32114,FL - Ormond Beach,13,34637.46,10475,9352.84
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100018,NAPLES COMMUNITY HOSPITAL,350 7TH ST N,NAPLES,FL,34102,FL - Fort Myers,64,42995.03,9933.56,8671.42
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100019,HOLMES REGIONAL MEDICAL CENTER,1350 S HICKORY ST,MELBOURNE,FL,32901,FL - Orlando,37,48873.32,11144.86,7171.91
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100023,CITRUS MEMORIAL HOSPITAL,502 HIGHLAND BLVD,INVERNESS,FL,34452,FL - Ocala,23,48096.34,8934,7810.34
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100025,SACRED HEART HOSPITAL,5151 N 9TH AVE,PENSACOLA,FL,32504,FL - Pensacola,19,31978.52,10710.05,9821.42
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100026,BAY MEDICAL CENTER,615 N BONITA AVE,PANAMA CITY,FL,32401,FL - Panama City,16,32029.68,9567,8659.25
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100028,PARRISH MEDICAL CENTER,951 N WASHINGTON AVE,TITUSVILLE,FL,32796,FL - Orlando,11,51138.45,11982.81,7939.72
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100029,NORTH SHORE MEDICAL CENTER,1100 NW 95TH ST,MIAMI,FL,33150,FL - Miami,15,88864.8,12612.73,11558.33
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100034,MOUNT SINAI MEDICAL CENTER,4300 ALTON RD,MIAMI BEACH,FL,33140,FL - Miami,12,80187.91,13278.75,12010.58
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100035,MANATEE MEMORIAL HOSPITAL,206 2ND ST E,BRADENTON,FL,34208,FL - Bradenton,22,50508.22,10391.13,9525.13
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100038,MEMORIAL REGIONAL HOSPITAL,3501 JOHNSON ST,HOLLYWOOD,FL,33021,FL - Miami,11,58774.36,13644.27,9994.18
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100040,ST VINCENT'S MEDICAL CENTER,1 SHIRCLIFF WAY,JACKSONVILLE,FL,32204,FL - Jacksonville,17,43274,9763.7,8840.88
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100044,MARTIN MEMORIAL MEDICAL CENTER,200 SE HOSPITAL AVE,STUART,FL,34995,FL - Fort Lauderdale,30,59301.53,9984,8973.73
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100046,FLORIDA HOSPITAL ZEPHYRHILLS,7050 GALL BLVD,ZEPHYRHILLS,FL,33541,FL - Tampa,23,74010.69,9294,8318
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100050,PALM SPRINGS GENERAL HOSPITAL,1475 W 49TH ST,HIALEAH,FL,33012,FL - Miami,18,41717.05,13161,12287.66
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100052,WINTER HAVEN HOSPITAL,200 AVE F NE,WINTER HAVEN,FL,33881,FL - Orlando,21,56663.33,9699,8630.04
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100053,HIALEAH HOSPITAL,651 E 25TH ST,HIALEAH,FL,33013,FL - Miami,11,93566.18,14975.81,14058.36
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100057,FLORIDA HOSPITAL WATERMAN,1000 WATERMAN WAY,TAVARES,FL,32778,FL - Orlando,24,42917.5,9387.16,8542.16
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100062,MUNROE REGIONAL MEDICAL CENTER,1500 SW 1ST AVE,OCALA,FL,34474,FL - Ocala,22,44907.5,9081.31,8108.04
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100070,VENICE REGIONAL MEDICAL CENTER,540 THE RIALTO,VENICE,FL,34285,FL - Sarasota,28,59547.07,9043,8036.85
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100071,BROOKSVILLE REGIONAL HOSPITAL,17240 CORTEZ BLVD,BROOKSVILLE,FL,34601,FL - Hudson,15,86103.93,10218,9165.73
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100072,FLORIDA HOSPITAL FISH MEMORIAL,1055 SAXON BLVD,ORANGE CITY,FL,32763,FL - Orlando,12,31878.75,9629.66,7755.83
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100073,HOLY CROSS HOSPITAL INC,4725 N FEDERAL HWY,FORT LAUDERDALE,FL,33308,FL - Fort Lauderdale,23,80823.95,9724,8782.47
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100075,ST JOSEPH'S HOSPITAL,3001 W MARTIN LUTHER KING JR BLVD,TAMPA,FL,33677,FL - Tampa,33,52817.24,11854.24,9024.96
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100080,JFK MEDICAL CENTER,5301 S CONGRESS AVE,ATLANTIS,FL,33462,FL - Fort Lauderdale,25,87547.72,11197.16,8257.28
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100084,LEESBURG REGIONAL MEDICAL CENTER,600 E DIXIE AVE,LEESBURG,FL,34748,FL - Orlando,21,36363,9482.23,8042.76
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100087,SARASOTA MEMORIAL HOSPITAL,1700 S TAMIAMI TRL,SARASOTA,FL,34239,FL - Sarasota,30,56311.36,9532.7,8522.46
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100088,BAPTIST MEDICAL CENTER,800 PRUDENTIAL DR,JACKSONVILLE,FL,32207,FL - Jacksonville,32,48654.84,10482.5,9108.25
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100090,FLAGLER HOSPITAL,400 HEALTH PARK BLVD,SAINT AUGUSTINE,FL,32086,FL - Jacksonville,16,56582.56,10866,10027
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100092,WUESTHOFF MEDICAL CENTER  ROCKLEDGE,110 LONGWOOD AVE,ROCKLEDGE,FL,32955,FL - Orlando,15,49016.2,9631.26,8034.4
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100093,BAPTIST HOSPITAL,1000 W MORENO ST,PENSACOLA,FL,32501,FL - Pensacola,11,45457,9627,8806.63
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100099,LAKE WALES MEDICAL CENTER,410 S 11TH ST,LAKE WALES,FL,33853,FL - Orlando,18,74194.22,9210.38,8275.94
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100105,INDIAN RIVER MEDICAL CENTER,1000 36TH ST,VERO BEACH,FL,32960,FL - Orlando,25,26900.44,10038,9094.8
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100109,FLORIDA HOSPITAL HEARTLAND MEDICAL CENTER,4200 SUN N' LAKE BLVD,SEBRING,FL,33871,FL - Orlando,20,44711.8,9797.5,8841.7
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100110,OSCEOLA REGIONAL MEDICAL CENTER,700 WEST OAK STREET,KISSIMMEE,FL,34741,FL - Orlando,16,99149.81,10723.75,9878.75
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100118,FLORIDA HOSPITAL FLAGLER,60 MEMORIAL MEDICAL PKWY,PALM COAST,FL,32164,FL - Ormond Beach,14,35426.57,11299.64,9535.92
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100127,MORTON PLANT HOSPITAL,300 PINELLAS ST,CLEARWATER,FL,33756,FL - Clearwater,15,50994.13,9684.66,8567.6
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100135,TALLAHASSEE MEMORIAL HEALTHCARE,1300 MICCOSUKEE RD,TALLAHASSEE,FL,32308,FL - Tallahassee,22,45649.4,10905.27,9396.45
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100137,HEART OF FLORIDA REGIONAL MEDICAL CENTER,40100 US HWY 27 N,DAVENPORT,FL,33837,FL - Orlando,12,73770.33,10017.75,8985.41
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100156,LAKE CITY MEDICAL CENTER,340 NW COMMERCE DR,LAKE CITY,FL,32055,FL - Gainesville,12,62118.5,11594,10661.33
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100157,LAKELAND REGIONAL MEDICAL CENTER,1324 LAKELAND HILLS BLVD,LAKELAND,FL,33805,FL - Lakeland,35,64751.77,10341.28,8143.97
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100167,PLANTATION GENERAL HOSPITAL,401 NW 42ND AVE,PLANTATION,FL,33317,FL - Fort Lauderdale,11,86117.36,13396.72,12267.63
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100168,BOCA RATON REGIONAL HOSPITAL,800 MEADOWS RD,BOCA RATON,FL,33486,FL - Fort Lauderdale,20,49261,9711,8871.6
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100173,FLORIDA HOSPITAL TAMPA,3100 E FLETCHER AVE,TAMPA,FL,33613,FL - Tampa,16,40857.18,9546,8559.5
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100176,PALM BEACH GARDENS MEDICAL CENTER,3360 BURNS RD,PALM BEACH GARD,FL,33410,FL - Fort Lauderdale,13,79838,9722,8858.61
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100179,MEMORIAL HOSPITAL JACKSONVILLE,3625 UNIVERSITY BLVD S,JACKSONVILLE,FL,32216,FL - Jacksonville,21,99721.85,10236.38,7820.14
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100187,PALMETTO GENERAL HOSPITAL,2001 W 68TH ST,HIALEAH,FL,33016,FL - Miami,16,98297.25,13931,12944.5
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100189,NORTHWEST MEDICAL CENTER,2801 N STATE RD 7,MARGATE,FL,33063,FL - Fort Lauderdale,13,101000,10339.53,9396.46
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100204,NORTH FLORIDA REGIONAL MEDICAL CENTER,6500 NEWBERRY RD,GAINESVILLE,FL,32605,FL - Gainesville,44,79587.86,9630.72,8518.65
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100212,OCALA REGIONAL MEDICAL CENTER,1431 SW 1ST AVE,OCALA,FL,34478,FL - Ocala,18,77879.83,9270.72,7073.33
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100213,BLAKE MEDICAL CENTER,2020 59TH ST W,BRADENTON,FL,34209,FL - Bradenton,27,75932.14,9146.7,7819
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100217,SEBASTIAN RIVER MEDICAL CENTER,13695 US HWY 1,SEBASTIAN,FL,32978,FL - Orlando,20,71924.95,9663,8539
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100220,GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM,13681 DOCTOR'S WAY,FORT MYERS,FL,33912,FL - Fort Myers,20,40963.6,9946.35,8149
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100224,UNIVERSITY HOSPITAL AND MEDICAL CENTER,7201 N UNIVERSITY DR,TAMARAC,FL,33321,FL - Fort Lauderdale,14,96391.21,9722.85,8676.28
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100226,ORANGE PARK MEDICAL CENTER,2001 KINGSLEY AVE,ORANGE PARK,FL,32073,FL - Jacksonville,27,111555.62,11681.4,9089.62
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100228,WESTSIDE REGIONAL MEDICAL CENTER,8201 W BROWARD BLVD,PLANTATION,FL,33324,FL - Fort Lauderdale,11,84987.81,9863,8848.45
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100231,WEST FLORIDA HOSPITAL,8383 N DAVIS HWY,PENSACOLA,FL,32514,FL - Pensacola,18,85150.44,8888.16,7883.72
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100232,PUTNAM COMMUNITY MEDICAL CENTER,611 ZEAGLER DR,PALATKA,FL,32177,FL - Gainesville,16,48435.93,10029.37,9115.62
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100238,NORTHSIDE HOSPITAL,6000 49TH STREET N,SAINT PETERSBUR,FL,33709,FL - St. Petersburg,12,91001.5,9726,8174
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100243,BRANDON REGIONAL HOSPITAL,119 OAKFIELD DR,BRANDON,FL,33511,FL - Tampa,21,82284.23,10457.76,8885.52
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100244,CAPE CORAL HOSPITAL,636 DEL PRADO BLVD,CAPE CORAL,FL,33990,FL - Fort Myers,21,46586.71,9007.52,7986.38
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100248,LARGO MEDICAL CENTER,201 14TH ST SW,LARGO,FL,33770,FL - Clearwater,26,95283.46,11739.26,8120.19
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100249,SEVEN RIVERS REGIONAL MEDICAL CENTER,6201 N SUNCOAST BLVD,CRYSTAL RIVER,FL,34428,FL - Ocala,11,80757.36,10175,7525.63
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100252,RAULERSON HOSPITAL,1796 HWY 441 NORTH,OKEECHOBEE,FL,34972,FL - Orlando,12,56400.25,11020,10087.33
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100253,JUPITER MEDICAL CENTER,1210 S OLD DIXIE HWY,JUPITER,FL,33458,FL - Fort Lauderdale,18,56605.27,9715.38,8780.94
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,100256,REGIONAL MEDICAL CENTER BAYONET POINT,14000 FIVAY ROAD,HUDSON,FL,34667,FL - Hudson,17,86567,8951,7895
