DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region Description, Total Discharges , Average Covered Charges , Average Total Payments ,Average Medicare Payments
638 - DIABETES W CC,100232,PUTNAM COMMUNITY MEDICAL CENTER,611 ZEAGLER DR,PALATKA,FL,32177,FL - Gainesville,42,20114.28,4889.78,4168.16
638 - DIABETES W CC,100236,FAWCETT MEMORIAL HOSPITAL,21298 OLEAN BLVD,PORT CHARLOTTE,FL,33952,FL - Fort Myers,11,27690,4194.36,3576.9
638 - DIABETES W CC,100238,NORTHSIDE HOSPITAL,6000 49TH STREET N,SAINT PETERSBUR,FL,33709,FL - St. Petersburg,23,40760.04,4859.21,4226.34
638 - DIABETES W CC,100242,GULF COAST MEDICAL CENTER,449 W 23RD ST,PANAMA CITY,FL,32405,FL - Panama City,22,32054.72,4868.09,3727.27
638 - DIABETES W CC,100243,BRANDON REGIONAL HOSPITAL,119 OAKFIELD DR,BRANDON,FL,33511,FL - Tampa,20,31609.65,5194.8,3724.5
638 - DIABETES W CC,100244,CAPE CORAL HOSPITAL,636 DEL PRADO BLVD,CAPE CORAL,FL,33990,FL - Fort Myers,31,21708.03,4366.48,3598.12
638 - DIABETES W CC,100246,LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE,1700 S 23RD ST,FORT PIERCE,FL,34950,FL - Orlando,34,31514.97,5508.2,4681.5
638 - DIABETES W CC,100248,LARGO MEDICAL CENTER,201 14TH ST SW,LARGO,FL,33770,FL - Clearwater,30,29033.06,4676.23,4192.1
638 - DIABETES W CC,100254,CAPITAL REGIONAL MEDICAL CENTER,2626 CAPITAL MEDICAL BLVD,TALLAHASSEE,FL,32308,FL - Tallahassee,25,26219.84,6322.2,3751.68
638 - DIABETES W CC,100255,TOWN & COUNTRY HOSPITAL,6001 WEBB RD,TAMPA,FL,33615,FL - Tampa,14,21057.92,4934.42,3963.71
638 - DIABETES W CC,100256,REGIONAL MEDICAL CENTER BAYONET POINT,14000 FIVAY ROAD,HUDSON,FL,34667,FL - Hudson,31,34764.12,4312.29,3645
638 - DIABETES W CC,100258,DELRAY MEDICAL CENTER,5352 LINTON BLVD,DELRAY BEACH,FL,33484,FL - Fort Lauderdale,18,37276.72,4700.5,3701.38
638 - DIABETES W CC,100259,SOUTH BAY HOSPITAL,4016 SUN CITY CENTER BLVD,SUN CITY CENTER,FL,33573,FL - Tampa,12,38213.16,4370,3717.66
638 - DIABETES W CC,100260,ST LUCIE MEDICAL CENTER,1800 SE TIFFANY AVE,PORT SAINT LUCI,FL,34952,FL - Fort Lauderdale,23,30097.47,5709.95,3984.69
638 - DIABETES W CC,100264,OAK HILL HOSPITAL,11375 CORTEZ BLVD,BROOKSVILLE,FL,34613,FL - Hudson,19,59995.1,4342.26,3867.31
638 - DIABETES W CC,100265,MEASE COUNTRYSIDE HOSPITAL,3231 MCMULLEN BOOTH RD,SAFETY HARBOR,FL,34695,FL - Clearwater,36,21937.41,4512.5,3574.88
638 - DIABETES W CC,100269,PALMS WEST HOSPITAL,13001 SOUTHERN BLVD,LOXAHATCHEE,FL,33470,FL - Fort Lauderdale,13,34011,5972.46,5450
638 - DIABETES W CC,100276,CORAL SPRINGS MEDICAL CENTER,3000 CORAL HILLS DR,CORAL SPRINGS,FL,33065,FL - Fort Lauderdale,13,25142.38,5144.84,3840.07
638 - DIABETES W CC,100281,MEMORIAL HOSPITAL WEST,703 N FLAMINGO RD,PEMBROKE PINES,FL,33028,FL - Miami,25,35163.68,6318.84,4371.44
638 - DIABETES W CC,100284,WESTCHESTER GENERAL HOSPITAL,2500 SW 75TH AVE,MIAMI,FL,33155,FL - Miami,28,19225.92,7927.92,7129.64
638 - DIABETES W CC,100286,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,6101 PINE RIDGE ROAD,NAPLES,FL,34119,FL - Fort Myers,19,29409.42,4575,3628.47
638 - DIABETES W CC,100287,GOOD SAMARITAN MEDICAL CENTER,1309 N FLAGLER DR,WEST PALM BEACH,FL,33401,FL - Fort Lauderdale,18,28381.16,4981.88,4300.77
638 - DIABETES W CC,100290,"VILLAGES REGIONAL HOSPITAL, THE",1451 EL CAMINO REAL,THE VILLAGES,FL,32159,FL - Orlando,31,16610.64,4333.93,3789.29
638 - DIABETES W CC,100296,DOCTORS HOSPITAL INC,5000 UNIVERSITY DR,CORAL GABLES,FL,33146,FL - Miami,11,63150.18,6663.09,5951.63
638 - DIABETES W CC,100302,ST CLOUD REGIONAL MEDICAL CENTER,2906 17TH STREET,SAINT CLOUD,FL,34769,FL - Orlando,11,27082.36,4453.9,3636.45
638 - DIABETES W CC,100307,ST VINCENT'S MEDICAL CENTER SOUTHSIDE,4201 BELFORT RD,JACKSONVILLE,FL,32216,FL - Jacksonville,19,17529.78,4385.63,3483.89
638 - DIABETES W CC,110001,HAMILTON MEDICAL CENTER,1200 MEMORIAL DRIVE,DALTON,GA,30720,GA - Atlanta,28,14094.67,4918.71,3962.85
638 - DIABETES W CC,110002,UPSON REGIONAL MEDICAL CENTER,801 W GORDON STREET,THOMASTON,GA,30286,GA - Macon,21,11118.47,5495.04,4213.66
638 - DIABETES W CC,110003,SATILLA REGIONAL MEDICAL CENTER,410 DARLING AVENUE,WAYCROSS,GA,31501,FL - Jacksonville,27,16237.59,4689.33,3941.77
638 - DIABETES W CC,110004,HUTCHESON MEDICAL CENTER,100 GROSS CRESCENT,FORT OGLETHORPE,GA,30742,TN - Chattanooga,20,16192.55,4969.5,4379.2
638 - DIABETES W CC,110006,ST MARY'S HOSPITAL,1230 BAXTER STREET,ATHENS,GA,30606,GA - Atlanta,17,16383.41,5038.47,4378.23
638 - DIABETES W CC,110007,PHOEBE PUTNEY MEMORIAL HOSPITAL,417 THIRD AVENUE,ALBANY,GA,31703,GA - Albany,27,17402.59,5760.29,4684.18
638 - DIABETES W CC,110008,NORTHSIDE HOSPITAL CHEROKEE,201 HOSPITAL ROAD,CANTON,GA,30114,GA - Atlanta,11,30147,4765.54,3945.18
638 - DIABETES W CC,110010,EMORY UNIVERSITY HOSPITAL,"1364 CLIFTON ROAD, NE",ATLANTA,GA,30322,GA - Atlanta,28,14421.39,6314.28,5659.89
638 - DIABETES W CC,110016,WEST GEORGIA MEDICAL CENTER,1514 VERNON ROAD,LAGRANGE,GA,30240,GA - Atlanta,26,12224.07,4986.53,4045.42
638 - DIABETES W CC,110018,NEWTON MEDICAL CENTER,5126 HOSPITAL DRIVE NE,COVINGTON,GA,30014,GA - Atlanta,17,10334,4873.29,4214.94
638 - DIABETES W CC,110023,GORDON HOSPITAL,1035 RED BUD ROAD,CALHOUN,GA,30701,GA - Rome,14,21117.14,5731.35,3892
638 - DIABETES W CC,110024,CANDLER HOSPITAL,5353 REYNOLDS STREET,SAVANNAH,GA,31412,GA - Savannah,32,18508.71,4981.34,4060.06
638 - DIABETES W CC,110025,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,2415 PARKWOOD DRIVE,BRUNSWICK,GA,31520,FL - Jacksonville,15,12033.53,6064.73,5124.06
638 - DIABETES W CC,110028,UNIVERSITY HOSPITAL,1350 WALTON WAY,AUGUSTA,GA,30901,GA - Augusta,37,16623.35,5112.89,4180.75
638 - DIABETES W CC,110029,"NORTHEAST GEORGIA MEDICAL CENTER, INC",743 SPRING STREET,GAINESVILLE,GA,30501,GA - Atlanta,35,16723,5403.94,3746.34
638 - DIABETES W CC,110030,CARTERSVILLE MEDICAL CENTER,960 JOE FRANK HARRIS PARKWAY,CARTERSVILLE,GA,30120,GA - Atlanta,15,35118.86,5053.53,4305.26
638 - DIABETES W CC,110031,SPALDING REGIONAL MEDICAL CENTER,601 SOUTH 8TH STREET,GRIFFIN,GA,30223,GA - Atlanta,15,21500.4,5604.13,4109.2
638 - DIABETES W CC,110034,MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS,1120 15TH STREET,AUGUSTA,GA,30912,GA - Augusta,21,13957.33,7558.23,6703.38
638 - DIABETES W CC,110035,WELLSTAR KENNESTONE HOSPITAL,677 CHURCH STREET,MARIETTA,GA,30060,GA - Atlanta,41,25386.6,5443.9,3824.82
638 - DIABETES W CC,110036,"MEMORIAL HEALTH UNIV MED CEN, INC",4700 WATERS AVENUE,SAVANNAH,GA,31403,GA - Savannah,57,17304.96,5820.77,4821.45
638 - DIABETES W CC,110038,JOHN D ARCHBOLD MEMORIAL HOSPITAL,915 GORDON AVENUE & MIMOSA DRIVE,THOMASVILLE,GA,31792,FL - Tallahassee,13,15931.3,4645.23,3868.92
638 - DIABETES W CC,110043,ST JOSEPH'S HOSPITAL - SAVANNAH,11705 MERCY BOULEVARD,SAVANNAH,GA,31419,GA - Savannah,19,15787.52,4444.21,3393.15
638 - DIABETES W CC,110046,WALTON REGIONAL MEDICAL CENTER,330 ALCOVY STREET,MONROE,GA,30655,GA - Atlanta,12,15021.75,5126.16,4657.16
638 - DIABETES W CC,110054,FLOYD MEDICAL CENTER,304 TURNER MCCALL BLVD P O BOX 233,ROME,GA,30162,GA - Rome,36,20775.3,5710.8,4990.25
638 - DIABETES W CC,110064,"MEDICAL CENTER, THE",710 CENTER ST BOX 951,COLUMBUS,GA,31901,GA - Columbus,23,15554.6,6213.21,5331.47
638 - DIABETES W CC,110069,HOUSTON MEDICAL CENTER,1601 WATSON BOULEVARD,WARNER ROBINS,GA,31093,GA - Macon,38,13729.6,4911.02,4259.86
638 - DIABETES W CC,110071,APPLING HOSPITAL,163 E TOLLISON STREET,BAXLEY,GA,31513,GA - Savannah,11,22286,5163.18,4854.45
638 - DIABETES W CC,110074,ATHENS REGIONAL MEDICAL CENTER,1199 PRINCE AVENUE,ATHENS,GA,30606,GA - Atlanta,31,12867.58,5038.61,4531.51
638 - DIABETES W CC,110075,EAST GEORGIA REGIONAL MEDICAL CENTER,1499 FAIR ROAD,STATESBORO,GA,30458,GA - Savannah,15,19216.86,5357.6,4571.6
638 - DIABETES W CC,110076,DEKALB MEDICAL CENTER,2701 N DECATUR ROAD,DECATUR,GA,30033,GA - Atlanta,49,12299.24,5538.65,4849.51
638 - DIABETES W CC,110078,EMORY UNIVERSITY HOSPITAL MIDTOWN,550 PEACHTREE ST NE,ATLANTA,GA,30308,GA - Atlanta,33,10155.21,5600.42,4858.21
638 - DIABETES W CC,110079,GRADY MEMORIAL HOSPITAL,"80 JESSE HILL, JR DRIVE SE",ATLANTA,GA,30303,GA - Atlanta,74,17273.62,7567.51,6807.83
638 - DIABETES W CC,110082,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",5665 PEACHTREE DUNWOODY ROAD,ATLANTA,GA,30342,GA - Atlanta,16,15136.37,4505.12,3593.37
638 - DIABETES W CC,110083,PIEDMONT HOSPITAL,1968 PEACHTREE RD NW,ATLANTA,GA,30309,GA - Atlanta,33,20302.51,4932.75,3679.21
638 - DIABETES W CC,110087,GWINNETT MEDICAL CENTER,1000 MEDICAL CENTER BOULEVARD,LAWRENCEVILLE,GA,30045,GA - Atlanta,26,12342.5,5593.46,4024.92
638 - DIABETES W CC,110089,COFFEE REGIONAL MEDICAL CENTER,1101 OCILLA ROAD,DOUGLAS,GA,31533,FL - Jacksonville,36,11240.22,4333.77,3680.55
638 - DIABETES W CC,110091,ROCKDALE MEDICAL CENTER,"1412 MILSTEAD AVENUE, NE",CONYERS,GA,30012,GA - Atlanta,17,17985.52,5452.41,4790.29
638 - DIABETES W CC,110095,TIFT REGIONAL MEDICAL CENTER,901 E 18TH STREET,TIFTON,GA,31793,FL - Tallahassee,21,17020.04,4928.42,4018.14
638 - DIABETES W CC,110104,CRISP REGIONAL HOSPITAL,902 7TH STREET NORTH,CORDELE,GA,31015,GA - Macon,16,10841.68,4505.56,3587.81
638 - DIABETES W CC,110107,MEDICAL CENTER OF CENTRAL GEORGIA,777 HEMLOCK STREET,MACON,GA,31201,GA - Macon,63,16408.46,5717.74,4719.82
638 - DIABETES W CC,110115,ATLANTA MEDICAL CENTER,303 PARKWAY DR NE,ATLANTA,GA,30312,GA - Atlanta,21,40282.52,6643,5943.76
638 - DIABETES W CC,110122,SOUTH GEORGIA MEDICAL CENTER,"2501 NORTH PATTERSON STREET, PO BOX 1727",VALDOSTA,GA,31603,FL - Tallahassee,22,14970.45,5380.68,3870.13
638 - DIABETES W CC,110125,FAIRVIEW PARK HOSPITAL,200 INDUSTRIAL BOULEVARD,DUBLIN,GA,31021,GA - Macon,28,23272.42,6260.57,4615.92
638 - DIABETES W CC,110128,MEADOWS REGIONAL MEDICAL CENTER,ONE MEADOWS PARKWAY,VIDALIA,GA,30474,GA - Savannah,12,17175.91,4443,3885
638 - DIABETES W CC,110129,"ST FRANCIS HOSPITAL, INC",2122 MANCHESTER EXPRESSWAY,COLUMBUS,GA,31995,GA - Columbus,29,13168.72,4606.93,3175.1
638 - DIABETES W CC,110143,WELLSTAR COBB HOSPITAL,3950 AUSTELL RD,AUSTELL,GA,30106,GA - Atlanta,30,20608.7,5359.96,4418.66
638 - DIABETES W CC,110163,PHOEBE NORTH,2000 PALMYRA RD BOX 1908,ALBANY,GA,31701,GA - Albany,12,25259.91,4879,3649.91
638 - DIABETES W CC,110164,COLISEUM MEDICAL CENTER,350 HOSPITAL DRIVE,MACON,GA,31217,GA - Macon,15,21169.13,5065.46,3841.46
638 - DIABETES W CC,110165,SOUTHERN REGIONAL MEDICAL CENTER,"11 UPPER RIVERDALE ROAD, SW",RIVERDALE,GA,30274,GA - Atlanta,30,20809.66,5459.9,4753.63
638 - DIABETES W CC,110168,REDMOND REGIONAL MEDICAL CENTER,501 REDMOND ROAD,ROME,GA,30165,GA - Rome,22,17025.09,4666.68,3607.09
638 - DIABETES W CC,110177,DOCTORS HOSPITAL,3651 WHEELER ROAD,AUGUSTA,GA,30909,GA - Augusta,13,34191.69,5343.15,4738.53
638 - DIABETES W CC,110184,WELLSTAR DOUGLAS HOSPITAL,8954 HOSPITAL DRIVE,DOUGLASVILLE,GA,30134,GA - Atlanta,23,15058.78,4694.43,3913.91
638 - DIABETES W CC,110191,"HENRY MEDICAL CENTER, INC",1133 EAGLE'S LANDING PARKWAY,STOCKBRIDGE,GA,30281,GA - Atlanta,16,10743.62,4828.87,3991.87
638 - DIABETES W CC,110192,EMORY EASTSIDE MEDICAL CENTER,1700 MEDICAL WAY,SNELLVILLE,GA,30078,GA - Atlanta,30,19838.96,4749.1,3981.96
638 - DIABETES W CC,110198,NORTH FULTON REGIONAL HOSPITAL,3000 HOSPITAL BOULEVARD,ROSWELL,GA,30076,GA - Atlanta,13,40258.07,4966,4100.15
638 - DIABETES W CC,110215,PIEDMONT FAYETTE HOSPITAL,1255 HIGHWAY 54 WEST,FAYETTEVILLE,GA,30214,GA - Atlanta,17,18725,4624,3764
638 - DIABETES W CC,110219,SOUTH FULTON MEDICAL CENTER,1170 CLEVELAND AVENUE,EAST POINT,GA,30344,GA - Atlanta,26,45645.26,5938.8,5160.03
638 - DIABETES W CC,110226,DEKALB MEDICAL CENTER AT HILLANDALE,2801 DEKALB MEDICAL PARKWAY,LITHONIA,GA,30058,GA - Atlanta,14,14025.57,5471.78,2967.5
638 - DIABETES W CC,110229,"PIEDMONT NEWNAN HOSPITAL, INC",60 HOSPITAL ROAD,NEWNAN,GA,30263,GA - Atlanta,16,17261.25,4841.5,3437.56
638 - DIABETES W CC,120001,THE QUEENS MEDICAL CENTER,1301 PUNCHBOWL ST,HONOLULU,HI,96813,HI - Honolulu,25,19391.88,7369.04,6104.88
638 - DIABETES W CC,120027,HAWAII MEDICAL CENTER WEST,91-2141 FORT WEAVER ROAD,EWA BEACH,HI,96706,HI - Honolulu,12,13184.91,6535.5,5689.16
638 - DIABETES W CC,130002,ST LUKES MAGIC VALLEY RMC,801 POLE LINE ROAD WEST,TWIN FALLS,ID,83301,ID - Boise,14,9376.71,5557.57,3669.71
638 - DIABETES W CC,130006,ST LUKES REGIONAL MEDICAL CENTER,190 EAST BANNOCK STREET,BOISE,ID,83712,ID - Boise,15,15788.46,5079.06,4594.93
638 - DIABETES W CC,130007,ST ALPHONSUS REGIONAL MEDICAL CENTER,1055 NORTH CURTIS ROAD,BOISE,ID,83706,ID - Boise,16,12419.56,5062.25,3975.56
638 - DIABETES W CC,130028,PORTNEUF MEDICAL CENTER,777 HOSPITAL WAY,POCATELLO,ID,83201,UT - Salt Lake City,11,14992.45,6458.54,5139
638 - DIABETES W CC,130049,KOOTENAI MEDICAL CENTER,2003 KOOTENAI HEALTH WAY,COEUR D'ALENE,ID,83814,WA - Spokane,22,14019.81,5126.63,4307.72
638 - DIABETES W CC,140002,ALTON MEMORIAL HOSPITAL,ONE MEMORIAL DRIVE,ALTON,IL,62002,MO - St. Louis,16,15559.87,4356.25,3584
638 - DIABETES W CC,140007,PROVENA ST JOSEPH MEDICAL CENTER,333 N MADISON,JOLIET,IL,60435,IL - Joliet,59,24159.16,5159.18,4237.79
638 - DIABETES W CC,140010,EVANSTON HOSPITAL,2650 RIDGE AVE,EVANSTON,IL,60201,IL - Evanston,59,19896.08,5940.67,4507.52
638 - DIABETES W CC,140011,HERRIN HOSPITAL,201 S 14TH ST,HERRIN,IL,62948,MO - St. Louis,24,10817.2,4607.25,3766.25
638 - DIABETES W CC,140015,BLESSING HOSPITAL,BROADWAY AT 11TH STREET,QUINCY,IL,62301,IL - Springfield,21,16209.9,5378.33,4680.61
638 - DIABETES W CC,140018,MT SINAI HOSPITAL MEDICAL CENTER,15TH STREET AT CALIFORNIA,CHICAGO,IL,60608,IL - Chicago,23,18936.43,8584.82,7950.56
638 - DIABETES W CC,140029,COPLEY MEMORIAL HOSPITAL,2000 OGDEN AVENUE,AURORA,IL,60504,IL - Aurora,11,34558.54,7809.72,4026.45
638 - DIABETES W CC,140030,SHERMAN HOSPITAL,1425 NORTH RANDALL ROAD,ELGIN,IL,60123,IL - Elgin,23,28618.86,14386.3,3709.52
638 - DIABETES W CC,140032,ST ANTHONYS MEMORIAL HOSPITAL,503 N MAPLE STREET,EFFINGHAM,IL,62401,IL - Springfield,12,7337.08,4125.08,3373.08
638 - DIABETES W CC,140034,ST MARYS HOSPITAL,400 NORTH PLEASANT AVENUE,CENTRALIA,IL,62801,MO - St. Louis,27,12724.74,5002.92,3793.4
638 - DIABETES W CC,140040,GALESBURG COTTAGE HOSPITAL,695 N KELLOGG ST,GALESBURG,IL,61401,IL - Peoria,14,23918.92,6969.57,3778.14
638 - DIABETES W CC,140046,GOOD SAMARITAN REGIONAL HLTH CENTER,605 N 12TH STREET,MOUNT VERNON,IL,62864,MO - St. Louis,13,15915.76,4612.69,3746.84
638 - DIABETES W CC,140048,ADVOCATE TRINITY HOSPITAL,2320 E 93RD ST,CHICAGO,IL,60617,IL - Chicago,35,20632.51,6090.54,5334.62
638 - DIABETES W CC,140049,WEST SUBURBAN MEDICAL CENTER,3 ERIE COURT,OAK PARK,IL,60302,IL - Melrose Park,31,21422.96,6896.83,6160.12
638 - DIABETES W CC,140051,SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,IL - Evanston,28,22734.1,5604.42,5064.92
638 - DIABETES W CC,140053,ST JOHNS HOSPITAL,800 E CARPENTER ST,SPRINGFIELD,IL,62769,IL - Springfield,18,18151.66,5519.16,4500.11
638 - DIABETES W CC,140054,MACNEAL  HOSPITAL,3249 SOUTH OAK PARK AVENUE,BERWYN,IL,60402,IL - Melrose Park,31,19140.35,6415.48,5548.38
638 - DIABETES W CC,140062,PALOS COMMUNITY HOSPITAL,12251 SOUTH 80TH AVENUE,PALOS HEIGHTS,IL,60463,IL - Blue Island,36,17407.44,4726.91,3886.8
638 - DIABETES W CC,140063,RUSH OAK PARK HOSPITAL,520 S MAPLE AVE,OAK PARK,IL,60304,IL - Melrose Park,15,17133.2,5055.33,4458
638 - DIABETES W CC,140065,ADVENTIST LA GRANGE MEMORIAL HOSPITAL,5101 S WILLOW SPRINGS RD,LA GRANGE,IL,60525,IL - Melrose Park,14,20315.14,6395.07,3933.71
638 - DIABETES W CC,140067,SAINT FRANCIS MEDICAL CENTER,530 NE GLEN OAK AVE,PEORIA,IL,61637,IL - Peoria,57,25689.24,5926.45,5267.59
638 - DIABETES W CC,140068,ROSELAND COMMUNITY HOSPITAL,45 W 111TH STREET,CHICAGO,IL,60628,IL - Chicago,23,29409.73,6955.17,5912.08
638 - DIABETES W CC,140080,RHC ST FRANCIS HOSPITAL,355 RIDGE AVE,EVANSTON,IL,60202,IL - Evanston,33,29069.54,7193.39,6448.9
638 - DIABETES W CC,140082,LOUIS A WEISS MEMORIAL HOSPITAL,4646 N MARINE DRIVE,CHICAGO,IL,60640,IL - Chicago,47,19042.63,6939.61,6331.91
638 - DIABETES W CC,140083,LORETTO HOSPITAL,645 SOUTH CENTRAL AVE,CHICAGO,IL,60644,IL - Chicago,12,11343.75,7081.25,6408
638 - DIABETES W CC,140084,VISTA MEDICAL CENTER EAST,1324 NORTH SHERIDAN ROAD,WAUKEGAN,IL,60085,WI - Milwaukee,31,24321.48,5694.67,4881.19
638 - DIABETES W CC,140088,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,5841 SOUTH MARYLAND,CHICAGO,IL,60637,IL - Chicago,25,39164.92,8826.96,7689.68
638 - DIABETES W CC,140091,CARLE FOUNDATION HOSPITAL,611 WEST PARK STREET,URBANA,IL,61801,IL - Urbana,12,17446.25,5497.75,4748.41
638 - DIABETES W CC,140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,812 N LOGAN,DANVILLE,IL,61832,IL - Urbana,25,25007.6,5383,3749.88
638 - DIABETES W CC,140095,SAINT ANTHONY HOSPITAL,2875 WEST 19TH STREET,CHICAGO,IL,60623,IL - Chicago,19,26115.78,7078.73,6022.94
638 - DIABETES W CC,140103,ST BERNARD HOSPITAL,326 W 64TH ST,CHICAGO,IL,60621,IL - Chicago,26,13932.3,7349.73,6654.34
638 - DIABETES W CC,140113,PROVENA COVENANT MEDICAL CENTER- URBANA,1400 WEST PARK AVENUE,URBANA,IL,61801,IL - Urbana,15,28651,5290.13,4615.2
638 - DIABETES W CC,140114,SWEDISH COVENANT HOSPITAL,5145 N CALIFORNIA AVE,CHICAGO,IL,60625,IL - Chicago,26,36397.03,6447.53,5887.69
638 - DIABETES W CC,140115,THOREK MEMORIAL HOSPITAL,850 W IRVING PARK RD,CHICAGO,IL,60613,IL - Chicago,16,13534.5,6667.31,6068.93
638 - DIABETES W CC,140116,CENTEGRA HEALTH SYSTEM - MC HENRY HOSPITAL,4201 MEDICAL CENTER DRIVE,MCHENRY,IL,60050,IL - Elgin,12,16448.66,4808,4056
638 - DIABETES W CC,140117,RESURRECTION MEDICAL CENTER,7435 W TALCOTT AVENUE,CHICAGO,IL,60631,IL - Chicago,20,30873,5536.55,4590.35
638 - DIABETES W CC,140118,METROSOUTH MEDICAL CENTER,12935 S GREGORY,BLUE ISLAND,IL,60406,IL - Blue Island,24,16711.7,5542.41,4783.29
638 - DIABETES W CC,140119,RUSH UNIVERSITY MEDICAL CENTER,1653 WEST CONGRESS PARKWAY,CHICAGO,IL,60612,IL - Chicago,46,18282.93,7773.97,6393.15
638 - DIABETES W CC,140122,HINSDALE HOSPITAL,120 NORTH OAK ST,HINSDALE,IL,60521,IL - Hinsdale,13,21681.46,5115.84,4337.07
638 - DIABETES W CC,140124,JOHN H STROGER JR HOSPITAL,1901 W HARRISON ST,CHICAGO,IL,60612,IL - Chicago,12,14308.66,9402.41,8564.08
638 - DIABETES W CC,140125,GATEWAY REGIONAL MEDICAL CENTER,2100 MADISON AVENUE,GRANITE CITY,IL,62040,MO - St. Louis,23,38509.08,5629.6,4797.08
638 - DIABETES W CC,140130,LAKE FOREST HOSPITAL,660 N WESTMORELAND ROAD,LAKE FOREST,IL,60045,IL - Evanston,17,21076,4736.29,3885.7
638 - DIABETES W CC,140133,HOLY CROSS HOSPITAL,2701 W 68TH STREET,CHICAGO,IL,60629,IL - Chicago,41,19847.8,5887.8,5245.6
638 - DIABETES W CC,140135,DECATUR MEMORIAL HOSPITAL,2300 NORTH EDWARD STREET,DECATUR,IL,62526,IL - Springfield,41,15742.92,5382.41,3848.41
638 - DIABETES W CC,140148,MEMORIAL MEDICAL CENTER,701 N FIRST ST,SPRINGFIELD,IL,62781,IL - Springfield,34,15140.26,5202.29,4161.61
638 - DIABETES W CC,140150,UNIVERSITY OF ILLINOIS HOSPITAL,1740 WEST TAYLOR ST SUITE 1400,CHICAGO,IL,60612,IL - Chicago,33,21643.54,10320.3,9436.18
638 - DIABETES W CC,140155,PROVENA ST MARYS HOSPITAL,500 W COURT ST,KANKAKEE,IL,60901,IL - Joliet,25,27112.68,5849.24,4706.2
638 - DIABETES W CC,140158,MERCY HOSPITAL AND MEDICAL CENTER,2525 S MICHIGAN AVE,CHICAGO,IL,60616,IL - Chicago,55,12853.49,7622.7,6402.83
638 - DIABETES W CC,140164,MEMORIAL HOSPITAL OF CARBONDALE,405 W JACKSON,CARBONDALE,IL,62902,MO - St. Louis,19,12405.15,4793.36,4143.05
638 - DIABETES W CC,140172,FRANCISCAN ST JAMES HEALTH,20201 S CRAWFORD AVENUE,OLYMPIA FIELDS,IL,60461,IL - Blue Island,92,17698.32,6090.42,5179.68
638 - DIABETES W CC,140174,PROVENA MERCY MEDICAL CENTER,1325 N HIGHLAND AVENUE,AURORA,IL,60506,IL - Aurora,16,34834.12,6399.81,4375.5
638 - DIABETES W CC,140176,CENTEGRA HEALTH SYSTEM - WOODSTOCK HOSPITAL,3701 DOTY ROAD,WOODSTOCK,IL,60098,IL - Rockford,15,17225.93,6103.2,3517.46
638 - DIABETES W CC,140177,JACKSON PARK HOSPITAL,7531 S STONY ISLAND AVE,CHICAGO,IL,60649,IL - Chicago,16,28765,7476.5,6562.75
638 - DIABETES W CC,140179,LITTLE COMPANY OF MARY HOSPITAL,2800 W 95TH ST,EVERGREEN PARK,IL,60805,IL - Blue Island,76,23873.64,5199.57,4414.78
638 - DIABETES W CC,140180,ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,2233 W DIVISION ST,CHICAGO,IL,60622,IL - Chicago,47,24271.85,7302.93,6407.14
638 - DIABETES W CC,140181,SOUTH SHORE HOSPITAL,8012 SOUTH CRANDON AVENUE,CHICAGO,IL,60617,IL - Chicago,19,20706.84,6370.89,5780.15
638 - DIABETES W CC,140182,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,836 WEST WELLINGTON AVENUE,CHICAGO,IL,60657,IL - Chicago,28,25299.53,8134.71,6375.35
638 - DIABETES W CC,140185,MEMORIAL HOSPITAL,4500 MEMORIAL DRIVE,BELLEVILLE,IL,62226,MO - St. Louis,42,17440.83,4702.85,3668.42
638 - DIABETES W CC,140186,RIVERSIDE MEDICAL CENTER,350 N WALL ST,KANKAKEE,IL,60901,IL - Joliet,26,15293.92,5603.65,4444.61
638 - DIABETES W CC,140187,ST ELIZABETH HOSPITAL,211 S THIRD ST,BELLEVILLE,IL,62220,MO - St. Louis,22,19568.31,5358,3641.36
638 - DIABETES W CC,140189,SARAH BUSH LINCOLN HEALTH CENTER,1000 HEALTH CENTER DRIVE P O BOX 372,MATTOON,IL,61938,IL - Urbana,12,14337.41,4843,3810.66
638 - DIABETES W CC,140191,INGALLS MEMORIAL HOSPITAL,ONE INGALLS DRIVE,HARVEY,IL,60426,IL - Blue Island,43,22815.81,5594.02,4664.88
638 - DIABETES W CC,140200,ELMHURST MEMORIAL HOSPITAL,155 EAST BRUSH HILL ROAD,ELMHURST,IL,60126,IL - Melrose Park,17,38906.35,4730.82,3977.29
