DRGDefinition,ProviderId,ProviderName,ProviderStreetAddress,ProviderCity,ProviderState,ProviderZipCode,HospitalReferralRegionDescription,TotalDischarges,AverageCoveredCharges,AverageTotalPayments,AverageMedicarePayments,AUTO_UNIQUE_ID_2018-07-03_kojoball41_418,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType,CensusYear,CensusPlaceFips,CensusMsaFips,CensusMetDivFips,CensusMcdFips,CensusCbsaMicro,CensusCbsaFips,CensusBlock,CensusBlockGroup,CensusTract,CensusCountyFips,CensusStateFips,naaccrCertCode,naaccrCertType,MNumber,MNumberFractional,MPreDirectional,MName,MSuffix,MPostDirectional,MSuiteType,MSuiteNumber,MPostOfficeBoxType,MPostOfficeBoxNumber,MCity,MState,MZip,MZipPlus1,MZipPlus2,MZipPlus3,MZipPlus4,MZipPlus5,MPreQualifier,MPostQualifier,MConsolidatedCity,MMinorCivilDivision,MCountySubRegion,MCounty,MPreType,MPreArticle,MPostArticle,PPostArticle,PPreArticle,PPreType,PNumber,PNumberFractional,PPreDirectional,PName,PSuffix,PPostDirectional,PSuiteType,PSuiteNumber,PPostOfficeBoxType,PPostOfficeBoxNumber,PCity,PState,PZip,PZipPlus1,PZipPlus2,PZipPlus3,PZipPlus4,PZipPlus5,PPreQualifier,PPostQualifier,PConsolidatedCity,PMinorCivilDivision,PCountySubRegion,PCounty,FNumber,FNumberFractional,FPreDirectional,FName,FSuffix,FPostDirectional,FSuiteType,FSuiteNumber,FCity,FState,FZip,FZipPlus1,FZipPlus2,FZipPlus3,FZipPlus4,FZipPlus5,FPreQualifier,FPostQualifier,FConsolidatedCity,FMinorCivilDivision,FCountySubRegion,FCounty,FArea,FAreaType,FGeometry,FSource,FVintage,FPostOfficeBoxType,FPostOfficeBoxNumber,FPrimaryIdField,FPrimaryIdValue,FSecondaryIDField,FSecondaryIDValue,FPreType,FPreArticle,FPostArticle,FGeometrySRID,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,1925 PACIFIC AVE,ATLANTIC CITY,NJ,8401,NJ - Camden,12,79310.58,11652.33,10814,578,USCGeocoder,124.9809,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2764.893985,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,39.35800395,-74.43365139,Exact,TwoThousandTen,2080,6162,,2080,0,12100,2042,2,24,1,34,1,ResidenceStreetAddress,1925,,,PACIFIC,AVE,,,,,,ATLANTIC CITY,NJ,8401,,,,,,,,,,,,,,,,,,1925,,,PACIFIC,AVE,,,,,,ATLANTIC CITY,NJ,8401,,,,,,,,,,,,1901-1999,,,Pacific,Ave,,,,Atlantic City,NJ,8401,,,,,,,,,,Atlantic City,Atlantic,2764.89,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,202490806,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,310070,SAINT PETER'S UNIVERSITY HOSPITAL,254 EASTON AVE,NEW BRUNSWICK,NJ,8901,NJ - New Brunswick,11,129391.18,16103.54,13840.45,579,USCGeocoder,62.5027,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,42277.51028,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,40.50066393,-74.46015217,Exact,TwoThousandTen,51210,5602,20764,51210,0,35620,1000,1,51,23,34,1,ResidenceStreetAddress,254,,,EASTON,AVE,,,,,,NEW BRUNSWICK,NJ,8901,,,,,,,,,,,,,,,,,,254,,,EASTON,AVE,,,,,,NEW BRUNSWICK,NJ,8901,,,,,,,,,,,,254,,,EASTON,AVE,,,,New Brunswick,NJ,8901,,,,1766,,,,,,,MIDDLESEX,42277.51,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,,,UniqueId,1607609,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,310076,SAINT BARNABAS MEDICAL CENTER,94 OLD SHORT HILLS ROAD,LIVINGSTON,NJ,7039,NJ - Newark,12,63622.66,14259.75,13319.08,580,USCGeocoder,109.3747,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1825.620462,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,40.76765717,-74.30078155,Exact,TwoThousandTen,,5602,35084,40890,0,35620,2000,2,206,13,34,1,ResidenceStreetAddress,94,,,SHORT HILLS,RD,,,,,,LIVINGSTON,NJ,7039,,,,,,OLD,,,,,,,,,,,,94,,,SHORT HILLS,RD,,,,,,LIVINGSTON,NJ,7039,,,,,,OLD,,,,,,40-98,,,Short Hills,Rd,,,,Livingston,NJ,7039,,,,,,Old,,,,Livingston,Essex,1825.62,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,641292530,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,310081,UNDERWOOD - MEMORIAL HOSPITAL,509 N BROAD ST,WOODBURY,NJ,8096,PA - Philadelphia,15,90502.6,11083.86,10337.73,581,USCGeocoder,140.6179,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2429.272009,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,39.84349103,-75.14923405,Exact,TwoThousandTen,82120,6162,15804,82120,0,37980,2016,2,5010.01,15,34,1,ResidenceStreetAddress,509,,N,BROAD,ST,,,,,,WOODBURY,NJ,8096,,,,,,,,,,,,,,,,,,509,,N,BROAD,ST,,,,,,WOODBURY,NJ,8096,,,,,,,,,,,,501-529,,N,Broad,St,,,,Woodbury,NJ,8096,,,,,,,,,,Woodbury,Gloucester,2429.27,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,134583277,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,310086,KENNEDY UNIVERSITY HOSPITAL - STRATFORD DIV,18 EAST LAUREL ROAD,STRATFORD,NJ,8084,NJ - Camden,15,61265.53,13200.53,12132.53,582,USCGeocoder,156.242,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,39.8276579,-75.0067365,Exact,TwoThousandTen,71220,6162,15804,71220,0,37980,3001,3,6080.01,7,34,1,ResidenceStreetAddress,18,,E,LAUREL,RD,,,,,,STRATFORD,NJ,8084,,,,,,,,,,,,,,,,,,18,,E,LAUREL,RD,,,,,,STRATFORD,NJ,8084,,,,,,,,,,,,18,,E,LAUREL,RD,,,,STRATFORD,NJ,8084,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1218633,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,310108,JFK MEDICAL CTR - ANTHONY M. YELENCSICS COMMUNITY,65 JAMES STREET,EDISON,NJ,8818,NJ - New Brunswick,11,63095.18,12308.63,11391.18,583,USCGeocoder,140.6356,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,20755.09791,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,40.55703607,-74.34678713,Exact,TwoThousandTen,,5602,20764,20230,0,35620,2025,2,14.17,23,34,1,ResidenceStreetAddress,65,,,JAMES,ST,,,,,,EDISON,NJ,8818,,,,,,,,,,,,,,,,,,65,,,JAMES,ST,,,,,,EDISON,NJ,8818,,,,,,,,,,,,Jan-63,,,James,St,,,,Edison,NJ,8818,,,,,,,,,,Edison,Middlesex,20755.1,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,632489307,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,310110,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL HAMILTON,ONE HAMILTON HEALTH PLACE,HAMILTON,NJ,8690,PA - Philadelphia,20,94910.35,10322.9,9536.9,584,USCGeocoder,156.2409,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,13023.86323,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,40.21633064,-74.67560894,Exact,TwoThousandTen,,5602,,29310,0,45940,2016,2,30.09,21,34,1,ResidenceStreetAddress,1,,,HAMILTON HEALTH,PL,,,,,,HAMILTON,NJ,8690,,,,,,,,,,,,,,,,,,1,,,HAMILTON HEALTH,PL,,,,,,HAMILTON,NJ,8690,,,,,,,,,,,,Jan-99,,,Hamilton Health,Pl,,,,Hamilton,NJ,8690,,,,,,,,,,Hamilton,Mercer,13023.86,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,60197019,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,310111,CENTRASTATE MEDICAL CENTER,901 WEST MAIN STREET,FREEHOLD,NJ,7728,NJ - Camden,29,49971.24,10660.72,9127.79,585,USCGeocoder,78.1224,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,259647.862,ArealInterpolationGeometricCentroid,Parcel,99.89940828,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,40.23860658,-74.31288896,Relaxed,TwoThousandTen,79100,5602,20764,25230,0,35620,3005,3,8105.03,25,34,1,ResidenceStreetAddress,901,,W,MAIN,ST,,,,,,FREEHOLD,NJ,7728,,,,,,,,,,,,,,,,,,901,,W,MAIN,ST,,,,,,FREEHOLD,NJ,7728,,,,,,,,,,,,901,,W,Main,St,,,,East Freehold,NJ,7728,,,,2537,,,,,,,MONMOUTH,259647.86,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,,,UniqueId,1836573,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,310113,SOUTHERN OCEAN MEDICAL CENTER,1140 RT 72 W,MANAHAWKIN,NJ,8050,NJ - Camden,20,41471.5,10373.05,8837,586,USCGeocoder,124.9808,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4212.613781,LinearInterpolationAddressRange,StreetSegment,97.81065089,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,39.71914173,-74.28509913,Relaxed,TwoThousandTen,54315,5602,20764,70320,0,35620,5019,5,7350.02,29,34,1,ResidenceStreetAddress,1140,,,72,,W,,,,,MANAHAWKIN,NJ,8050,,,,,,,,,,,,RT,,,,,RT,1140,,,72,,W,,,,,MANAHAWKIN,NJ,8050,,,,,,,,,,,,1102-1298,,,72,,,,,Ocean Acres,NJ,8050,,,,,,,,,,Stafford,Ocean,4212.61,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,203785571,,,State Rte,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,310115,HACKETTSTOWN REGIONAL MEDICAL CENTER,651 WILLOW GROVE ST,HACKETTSTOWN,NJ,7840,NJ - Morristown,14,65706.07,11369,10327,587,USCGeocoder,46.8751,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,56870.87513,ArealInterpolationGeometricCentroid,Parcel,98.99408284,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,40.86171493,-74.81601871,Relaxed,TwoThousandTen,28710,5602,,28710,0,10900,1025,1,314.01,41,34,1,ResidenceStreetAddress,651,,,WILLOW GROVE,ST,,,,,,HACKETTSTOWN,NJ,7840,,,,,,,,,,,,,,,,,,651,,,WILLOW GROVE,ST,,,,,,HACKETTSTOWN,NJ,7840,,,,,,,,,,,,651,,,WILLOW GROVE,ST,,,,Allamuchy,NJ,7840,,,,1799,,,,,,,WARREN,56870.88,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,,,UniqueId,2956674,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,320002,ST VINCENT HOSPITAL,455 ST MICHAEL'S DRIVE,SANTA FE,NM,87505,NM - Albuquerque,19,30130.31,14252.94,13248.52,588,USCGeocoder,109.3634,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,35.6593549,-105.9455032,Exact,TwoThousandTen,70500,7490,,92820,0,42140,1014,1,10.01,49,35,1,ResidenceStreetAddress,455,,,SAINT MICHAELS,DR,,,,,,SANTA FE,NM,87505,,,,,,,,,,,,,,,,,,455,,,SAINT MICHAELS,DR,,,,,,SANTA FE,NM,87505,,,,,,,,,,,,455,,,SAINT MICHAELS,DR,,,,santa fe,NM,87505,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,340291,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,320005,SAN JUAN REGIONAL MEDICAL CENTER,801 WEST MAPLE STREET,FARMINGTON,NM,87401,NM - Albuquerque,13,37120.69,13868.15,11044,589,USCGeocoder,109.3832,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,36.7238883,-108.2172971,Exact,TwoThousandTen,25800,,,91290,0,22140,1042,1,4.02,45,35,1,ResidenceStreetAddress,801,,W,MAPLE,ST,,,,,,FARMINGTON,NM,87401,,,,,,,,,,,,,,,,,,801,,W,MAPLE,ST,,,,,,FARMINGTON,NM,87401,,,,,,,,,,,,801,,W,MAPLE,ST,,,,FARMINGTON,NM,87401,,,,,,,,,,,San Juan,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,287730,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,320009,LOVELACE MEDICAL CENTER,601 DR MARTIN LUTHER KING JR AVE NE,ALBUQUERQUE,NM,87102,NM - Albuquerque,13,37407.15,12748,8296,590,USCGeocoder,124.9962,1,4.1,,,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,16982151.7,ArealInterpolationGeometricCentroid,ZCTA,60,FeatureClassBased,ReturnAll,,ZCTACentroid,,,1,35.0811001,-106.6466315,Relaxed;Soundex,TwoThousandTen,,200,,90060,0,10740,1075,1,21,1,35,4,ResidenceZIP,601,,,DRIVE MARTIN LUTHER KING JR,AVE,NE,,,,,ALBUQUERQUE,NM,87102,,,,,,,,,,,,,,,,,,601,,,DRIVE MARTIN LUTHER KING JR,AVE,NE,,,,,ALBUQUERQUE,NM,87102,,,,,,,,,,,,,,,,,,,,,NM,87102,,,,,,,,,,,,16982151.7,Meters,,SOURCE_CENSUS_2010_ZCTAS,2010,,,zcta5ce10,87102,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,320021,PRESBYTERIAN HOSPITAL,1100 CENTRAL AVENUE SE,ALBUQUERQUE,NM,87106,NM - Albuquerque,39,39669.87,11233.61,10227.56,591,USCGeocoder,187.4953,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,33775.24775,ArealInterpolationGeometricCentroid,Parcel,97.63313609,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,35.08154701,-106.6353618,Relaxed,TwoThousandTen,,200,,90060,0,10740,1025,1,16,1,35,1,ResidenceStreetAddress,1100,,,CENTRAL,AVE,SE,,,,,ALBUQUERQUE,NM,87106,,,,,,,,,,,,,,,,,,1100,,,CENTRAL,AVE,SE,,,,,ALBUQUERQUE,NM,87106,,,,,,,,,,,,1100,,,CENTRAL,AVE,,,,Albuquerque,NM,87106,,,,4930,,,,,,,BERNALILO,33775.25,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,,,UniqueId,15954,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,320085,MOUNTAIN VIEW REGIONAL MEDICAL CENTER,4311 EAST LOHMAN AVENUE,LAS CRUCES,NM,88011,TX - El Paso,12,56249.58,10086,9433.66,592,USCGeocoder,109.4276,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.33727811,FeatureClassBased,ReturnAll,,AddressPoint,,,1,32.32277,-106.729415,Relaxed,TwoThousandTen,39380,4100,,91740,0,29740,4258,4,12.01,13,35,1,ResidenceStreetAddress,4311,,E,LOHMAN,AVE,,,,,,LAS CRUCES,NM,88011,,,,,,,,,,,,,,,,,,4311,,E,LOHMAN,AVE,,,,,,LAS CRUCES,NM,88011,,,,,,,,,,,,4311,,E,LOHMAN,AVE,,,,LAS CRUCES,NM,,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1180576,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330004,KINGSTON HOSPITAL,396 BROADWAY,KINGSTON,NY,12401,NY - Albany,18,40553.5,12460.44,11457.77,593,USCGeocoder,593.7668,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,73.37278107,FeatureClassBased,ReturnAll,,RoofTop,,,1,41.927,-73.9956,Relaxed;Soundex,TwoThousandTen,39727,,,39727,0,28740,3012,3,9519,111,36,1,ResidenceStreetAddress,396,,,BROADWAY,,,,,,,KINGSTON,NY,12401,,,,,,,,,,,,,,,,,,396,,,BROADWAY,,,,,,,KINGSTON,NY,12401,,,,,,,,,,,,396,,,BROADWAY AOR,,,,,Kingston,NY,12401,,,,,,,,,,,Ulster,0,Meters,,SOURCE_COUNTY_PARCEL_DATA,2017,,,ParcelID,ULST033145,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330005,KALEIDA HEALTH,726 EXCHANGE STREET SUITE 522,BUFFALO,NY,14210,NY - Buffalo,19,32063.05,12999.63,10793.52,594,USCGeocoder,703.1109,1,4.1,,,0,AddressPoint,Ambiguous,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,RoofTop,,,54,42.8747,-78.8497,Exact,TwoThousandTen,11000,1280,,11000,0,15380,3025,3,164,29,36,1,ResidenceStreetAddress,726,,,EXCHANGE,ST,,STE,522,,,BUFFALO,NY,14210,,,,,,,,,,,,,,,,,,726,,,EXCHANGE,ST,,STE,522,,,BUFFALO,NY,14210,,,,,,,,,,,,726,,,EXCHANGE,ST,,STE,818,Buffalo,NY,14210,,,,,,,,,,,Erie,0,Meters,,SOURCE_COUNTY_PARCEL_DATA,2017,,,ParcelID,ERIE482764,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330011,OUR LADY OF LOURDES MEMORIAL HOSPITAL INC,169 RIVERSIDE DRIVE,BINGHAMTON,NY,13905,NY - Binghamton,12,29591.58,9656.33,8621.33,595,USCGeocoder,656.198,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.99408284,FeatureClassBased,ReturnAll,,AddressPoint,,,1,42.0917756,-75.9362731,Relaxed,TwoThousandTen,6607,960,,6607,0,13780,2009,2,15,7,36,1,ResidenceStreetAddress,169,,,RIVERSIDE,DR,,,,,,BINGHAMTON,NY,13905,,,,,,,,,,,,,,,,,,169,,,RIVERSIDE,DR,,,,,,BINGHAMTON,NY,13905,,,,,,,,,,,,169,,,RIVERSIDE,DR,,,,broome,NY,13905,,,,,,,,,,,Broome,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,72446,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330023,VASSAR BROTHERS MEDICAL CENTER,45 READE PLACE,POUGHKEEPSIE,NY,12601,NY - Albany,17,55754.29,11890.52,10766.05,596,USCGeocoder,546.8783,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,RoofTop,,,1,41.6938,-73.9356,Exact,TwoThousandTen,59641,5602,,59641,0,39100,1016,1,2207,27,36,1,ResidenceStreetAddress,45,,,READE,PL,,,,,,POUGHKEEPSIE,NY,12601,,,,,,,,,,,,,,,,,,45,,,READE,PL,,,,,,POUGHKEEPSIE,NY,12601,,,,,,,,,,,,45,,,READE,PL,,,,Poughkeepsie,NY,12601,,,,,,,,,,,Dutchess,0,Meters,,SOURCE_COUNTY_PARCEL_DATA,2017,,,ParcelID,DUTC025996,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NY - Manhattan,25,32969.56,19122.08,17933.64,597,USCGeocoder,734.3683,1,4.1,,,0,AddressPoint,Ambiguous,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,2,40.7904,-73.9534,Exact,TwoThousandTen,51000,5602,35644,44919,0,35620,2002,2,168,61,36,1,ResidenceStreetAddress,1,,,GUSTAVE L LEVY,PL,,,,,,NEW YORK,NY,10029,,,,,,,,,,,,,,,,,,1,,,GUSTAVE L LEVY,PL,,,,,,NEW YORK,NY,10029,,,,,,,,,,,,1,,,GUSTAVE L LEVY,PL,,,,New York,NY,10029,,,,,,,,,,,New York,0,Meters,,SOURCE_COUNTY_PARCEL_DATA,2016,,,ParcelID,NEWY008124,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330043,SOUTHSIDE HOSPITAL,301 EAST MAIN STREET,BAY SHORE,NY,11706,NY - East Long Island,16,52794.37,13423.93,11717.81,598,USCGeocoder,546.8704,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.99408284,FeatureClassBased,ReturnAll,,RoofTop,,,1,40.7257,-73.2414,Relaxed,TwoThousandTen,4935,5602,35004,38000,0,35620,2011,2,1473,103,36,1,ResidenceStreetAddress,301,,E,MAIN,ST,,,,,,BAY SHORE,NY,11706,,,,,,,,,,,,,,,,,,301,,E,MAIN,ST,,,,,,BAY SHORE,NY,11706,,,,,,,,,,,,301,,E,MAIN,ST,,UNIT,NAME,Islip,NY,11706,,,,,,,,,,,Suffolk,0,Meters,,SOURCE_COUNTY_PARCEL_DATA,2017,,,ParcelID,SUFF405639,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330044,FAXTON-ST LUKE'S HEALTHCARE,1656 CHAMPLIN AVENUE,UTICA,NY,13503,NY - Elmira,19,33413.68,9508.47,8560.26,599,USCGeocoder,656.2306,1,4.1,,,10,POBoxZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,60,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,1,43.100145,-75.23291,Relaxed;Soundex,TwoThousandTen,76540,8680,,76540,0,46540,1013,1,203,65,36,5,POBoxZIP,1656,,,CHAMPLIN,AVE,,,,,,UTICA,NY,13503,,,,,,,,,,,,,,,,,,1656,,,CHAMPLIN,AVE,,,,,,UTICA,NY,13503,,,,,,,,,,,,,,,,,,,,Utica,NY,13503,,,,,,,,,,,Oneida,0,Meters,,SOURCE_NAME_ZIPCODEDOWNLOAD_ZIPS2013,2013,,,ZIPCode,13503,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330045,HUNTINGTON HOSPITAL,270 PARK AVENUE,HUNTINGTON,NY,11743,NY - East Long Island,18,46191,11322.22,10262,600,USCGeocoder,562.4745,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,RoofTop,,,1,40.8794,-73.416,Exact,TwoThousandTen,36233,5602,35004,37000,0,35620,3002,3,1103,103,36,1,ResidenceStreetAddress,270,,,PARK,AVE,,,,,,HUNTINGTON,NY,11743,,,,,,,,,,,,,,,,,,270,,,PARK,AVE,,,,,,HUNTINGTON,NY,11743,,,,,,,,,,,,270,,,PARK,AVE,,UNIT,AOR,Huntington,NY,11743,,,,,,,,,,,Suffolk,0,Meters,,SOURCE_COUNTY_PARCEL_DATA,2017,,,ParcelID,SUFF015582,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330055,NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS,56-45 MAIN STREET,FLUSHING,NY,11355,NY - East Long Island,11,41847.45,16685.9,15662.63,601,USCGeocoder,578.1074,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.99408284,FeatureClassBased,ReturnAll,,AddressPoint,,,1,40.74697256,-73.82571335,Relaxed,TwoThousandTen,51000,5602,35644,60323,0,35620,1004,1,799,81,36,1,ResidenceStreetAddress,56,45,,MAIN,ST,,,,,,FLUSHING,NY,11355,,,,,,,,,,,,,,,,,,56,45,,MAIN,ST,,,,,,FLUSHING,NY,11355,,,,,,,,,,,,56,45,,MAIN,ST,,,,New York,NY,11355,,,,,,,,,,,,0,Meters,,SOURCE_COUNTY_PARCEL_DATA,2016,,,ParcelID,128845,,,,,,0,,,,,,
